,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
42,4/9/2022,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1700C/HOUSTON TRACON ADVISED, E145, IAH - LFT, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 13,000 FEET 20 E IAH. NO EVASIVE ACTION TAKEN. BAYTOWN PD NOTIFIED. WOC 7-3333 TB/JG",,LFT,E BOUND,1700C,HOUSTON TRACON,IAH - LFT,20 E IAH,"AT 13,000 FEET",KLFT,medium_airport,Lafayette Regional Airport,42.0,,US,US-LA,Lafayette,KLFT,LFT,KLFT,LFT,"30.205299, -91.987602"
43,4/9/2022,CALIFORNIA,MODESTO,"PRELIM INFO FROM FAA OPS: MODESTO, CA/UAS INCIDENT/2136P/NORCAL TRACON ADVISED, B738, RSW - SFO, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE WSW BOUND AT 15,000 FEET 16 WSW MODESTO. NO EVASIVE ACTION REPORTED. PILOT STATED THE OBJECT COULD HAVE BEEN A BALLOON. LEO NOTIFICATION NOT PROVIDED. WOC 7-3333 DJ/ER",,SFO,WSW BOUND,2136P,NORCAL TRACON,RSW - SFO,16 WSW MODESTO,"AT 15,000 FEET",KSFO,large_airport,San Francisco International Airport,13.0,,US,US-CA,San Francisco,KSFO,SFO,KSFO,SFO,"37.619806, -122.374821"
44,4/10/2022,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1144E/POTOMAC TRACON ADVISED, C37, ADW - BLV, REPORTED A YELLOW UAS ON LEFT SIDE AT 4,500 FEET WHILE W BOUND 4 E DCA. NO EVASIVE ACTION TAKEN. PRINCE GEORGE'S COUNTY PD NOTIFIED. WOC 7-3333 RL/SY",,DCA,W BOUND,1144E,POTOMAC TRACON,ADW - BLV,4 E DCA,"AT 4,500 FEET",KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,,US,US-DC,Washington,KDCA,DCA,KDCA,DCA,"38.8521, -77.037697"
45,4/10/2022,PUERTO RICO,SAN JUAN,"PRELIM INFO FROM FAA OPS: SAN JUAN, PUERTO RICO/UAS INCIDENT/1345L/SAN JUAN ATCT ADVISED, CESSNA C172, REPORTED UAS WHILE E BOUND AT 2,000 FEET 2 E SAN JUAN. NO EVASIVE ACTION TAKEN. SAN JUAN PD NOTIFIED. NUMBER NOT PROVIDED. WOC 7-3333 RL/SY",,SAN,E BOUND,1345L,SAN JUAN ATCT,,2 E SAN JUAN,"AT 2,000 FEET",KSAN,large_airport,San Diego International Airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441"
46,4/10/2022,ILLINOIS,CHICAGO-WEST CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO-WEST CHICAGO, IL/UAS INCIDENT/1255C/DUPAGE ATCT ADVISED, CESSNA C56X, LEX - DPA, REPORTED A RED UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 4,500 FEET 4 W DUPAGE ARPT. NO EVASIVE ACTION TAKEN. WEST CHICAGO PD NOTIFIED. PHONE NUMBER NOT PROVIDED. WOC 7-3333 SZ/SY",,DPA,N BOUND,1255C,DUPAGE ATCT,LEX - DPA,4 W DUPAGE ARPT,"AT 4,500 FEET",KDPA,medium_airport,Dupage Airport,759.0,,US,US-IL,Chicago/West Chicago,KDPA,DPA,KDPA,DPA,"41.90779877, -88.24859619"
47,4/10/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1154P/LOS ANGELES ATCT ADVISED, E75L, SFO - LAX, REPORTED A RED AND BLACK UAS AT 9 O'CLOCK POSITION 400 FEET BELOW WHILE WSW BOUND AT 1,300 FEET 4 ENE LOS ANGELES OVER SOFI STADIUM. NO EVASIVE ACTION TAKEN.  LOS ANGELES ARPT PD NOTIFIED. WOC 7-3333 SY/EF",,AND,WSW BOUND,1154P,LOS ANGELES ATCT,SFO - LAX,4 ENE LOS ANGELES OVER SOFI STADIUM,"AT 1,300 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
48,4/10/2022,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1830E/ORLANDO SANFORD ATCT ADVISED, CESSNA C172, SFB - SFB, REPORTED A WHITE AND GREY, MEDIUM SIZED, UAS WHILE E BOUND AT 950 FEET 1 MILE FINAL RUNWAY 9L. NO EVASIVE ACTION TAKEN. SEMINOLE COUNTY SHERIFF AVIATION UNIT NOTIFIED. WOC 7-3333 HM/JO",,AND,E BOUND,1830E,ORLANDO SANFORD ATCT,"SFB - SFB, REPORTED A WHITE AND GREY, MEDIUM SIZED",,AT 950 FEET,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
49,4/10/2022,FLORIDA,PUNTA GORDA,"PRELIM INFO FROM FAA OPS: PUNTA GORDA, FL/UAS INCIDENT/2210E/FORT MYERS TRACON ADVISED, CESSNA C172, PGD - SFB, REPORTED A UAS WHILE E BOUND AT 3,000 FEET 5 E PGD. NO EVASIVE ACTION TAKEN. CHARLOTTE COUNTY SHERIFF NOTIFIED. WOC 7-3333 HM/JO",,PGD,E BOUND,2210E,FORT MYERS TRACON,PGD - SFB,5 E PGD,"AT 3,000 FEET",KPGD,medium_airport,Punta Gorda Airport,26.0,,US,US-FL,Punta Gorda,KPGD,PGD,KPGD,PGD,"26.9202, -81.990501"
50,4/11/2022,DISTRICT OF COLUMBIA,WASHINGTON D.C.,"PRELIM INFO FROM FAA OPS: WASHINGTON D.C., DC/UAS INCIDENT/1215E/POTOMAC TRACON ADVISED, B738, DCA - TPA, OBSERVED A UAS WHILE SOUTHBOUND AT 2,700 FEET, 3 S DCA. NO EVASIVE ACTION REPORTED. DC METRO PD NOTIFIED  (NO PHONE PROVIDED). WOC 7-3333 JA/EF",,TPA,,1215E,POTOMAC TRACON,DCA - TPA,3 S DCA,,KTPA,large_airport,Tampa International Airport,26.0,,US,US-FL,Tampa,KTPA,TPA,KTPA,TPA,"27.9755, -82.533203"
51,4/11/2022,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1215E/POTOMAC TRACON ADVISED , E190, DCA - FLL, REPORTED A BLACK UAS AT 2,700 FEET AFTER DEPARTURE 3 S DCA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 SY/JA",,DCA,,1215E,POTOMAC TRACON,DCA - FLL,3 S DCA,"AT 2,700 FEET",KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,,US,US-DC,Washington,KDCA,DCA,KDCA,DCA,"38.8521, -77.037697"
52,4/11/2022,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1801E/PHILADELPHIA ATCT ADVISED, E75L, BNA - PHL, REPORTED A BLACK QUAD COPTER AT 500 FT 1 E PHL. NO EVASIVE ACTION REPORTED. PHL PD NOTIFIED. WOC 7-3333 MK/JF",,BNA,,1801E,PHILADELPHIA ATCT,BNA - PHL,1 E PHL,,KBNA,large_airport,Nashville International Airport,599.0,,US,US-TN,Nashville,KBNA,BNA,KBNA,BNA,"36.1245, -86.6782"
53,4/11/2022,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/2256E/BWI ATCT ADVISED , CRJ9, JFK - BWI, REPORTED QUAD-COPTER UAS WITH RED, WHITE, AND GREEN NAV LIGHTS AT THE 1 O'CLOCK POSITION WHILE E BOUND AT 500 FEET 2 W BWI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 HM/JF",,AND,E BOUND,2256E,BWI ATCT,JFK - BWI,2 W BWI,AT 500 FEET,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
54,4/12/2022,PUERTO RICO,SAN JUAN,"PRELIM INFO FROM FAA OPS: SAN JUAN, PUERTO RICO/UAS INCIDENT/1325L/ISLA GRANDE ATCT ADVISED, PIPER P28A, REPORTED A WHITE QUADCOPTER UAS ON LEFT SIDE WHILE E BOUND AT 1,000 FEET 5 W FERNANDO LUIS RIBAS DOMINICCI ARPT. NO EVASIVE ACTION TAKEN. PUERTO RICO PORT AUTHORITY NOTIFIED. NUMBER NOT PROVIDED. WOC 7-3333 RL/SY",,SAN,E BOUND,1325L,ISLA GRANDE ATCT,,5 W FERNANDO LUIS RIBAS DOMINICCI ARPT,"AT 1,000 FEET",KSAN,large_airport,San Diego International Airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441"
55,4/12/2022,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/2045E/JACKSONVILLE NAVAL STATION ATCT ADVISED, H60, NIP - NIP, REPORTED A QUADCOPTER UAS WHILE N BOUND AT 500 FEET  2 S NIP. NO EVASIVE ACTION TAKEN. NAVY REGIONAL DISPATCHER NOTIFIED. WOC 7-3333 JO/MK",,NIP,N BOUND,2045E,JACKSONVILLE NAVAL STATION ATCT,NIP - NIP,2 S NIP,AT 500 FEET,KNIP,medium_airport,Jacksonville Naval Air Station (Towers Field),21.0,,US,US-FL,Jacksonville,KNIP,NIP,KNIP,NIP,"30.2358, -81.680603"
56,4/12/2022,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/2002P/SAN DIEGO ATCT ADVISED, B737, SJC - SAN, REPORTED UAS WITH GREEN LIGHT REPORTED 1 S OF ARPT WHILE ON 1 MILE FINAL. 2 ACFT REPORTED UAS. THIRD ACFT (UAL 2200) WAS SENT AROUND. NO EVASIVE ACTION REPORTED. SAN DIEGO PD NOTIFIED. WOC 7-3333 MK/HM",,SJC,,2002P,SAN DIEGO ATCT,SJC - SAN,,,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,62.0,,US,US-CA,San Jose,KSJC,SJC,KSJC,SJC,"37.362452, -121.929188"
57,4/13/2022,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1215E/FORT LAUDERDALE ATCT ADVISED, CESSNA C56X, PCW - FLL, REPORTED A BLACK UAS FROM 50 FEET ABOVE THE 12 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 3.5 W FLL. NO EVASIVE ACTION TAKEN. AVIATION UNIT NOTIFIED AT BROWARD COUNTY SHERIFF NOTIFIED WOC 7-3333 RC/JG",,FLL,E BOUND,1215E,FORT LAUDERDALE ATCT,PCW - FLL,,"AT 1,500 FEET",KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,KFLL,FLL,"26.072599, -80.152702"
58,4/13/2022,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1320E/CHARLOTTE TRACON ADVISED, A320, PVD - CLT, REPORTED A UAS WHILE S BOUND AT 2,700 FEET 9 N CLT. NO EVASIVE ACTION TAKEN. CHARLOTTE METRO PD NOTIFIED. WOC 7-3333 RC/ER",,PVD,S BOUND,1320E,CHARLOTTE TRACON,PVD - CLT,9 N CLT,"AT 2,700 FEET",KPVD,large_airport,Theodore Francis Green State Airport,55.0,,US,US-RI,Warwick,KPVD,PVD,KPVD,PVD,"41.725038, -71.425668"
59,4/14/2022,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1547P/SEATTLE TRACON ADVISED, B738, SEA - LAS, REPORTED A RED UAS FROM THE 11 O'CLOCK POSITION WHILE S BOUND AT 6,100 FEET 8 SSE SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED. WOC 7-3333 TB/JF",,SEA,S BOUND,1547P,SEATTLE TRACON,SEA - LAS,8 SSE SEA,"AT 6,100 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
60,4/14/2022,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/2000M/DENVER ARTCC ADVISED, B739, MSP - DEN, OBSERVED A UAS AT THE 3 O'CLOCK POSITION WHILE WESTBOUND AT 8,000 FEET 10 SE DENVER. NO EVASIVE ACTION TAKEN. DENVER INTL ARPT PD NOTIFIED. WOC 7-3333 GG/TL",,DEN,,2000M,DENVER ARTCC,MSP - DEN,10 SE DENVER,"AT 8,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
61,4/15/2022,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/0951E/LAGUARDIA ATCT ADVISED, E190, LGA - JAX, REPORTED UAS FROM THE 1 O'CLOCK POSITION WHILE NNW BOUND AT 300 FEET OFF THE DEPARTURE END OF RUNWAY 31 LGA. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED. WOC 7-3333 ER/RC",,LGA,NNW BOUND,0951E,LAGUARDIA ATCT,LGA - JAX,,AT 300 FEET,KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
62,4/15/2022,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1248E/ORLANDO INTERNATIONAL ATCT ADVISED, A321, CLT - MCO, REPORTED UAS FROM THE 11 O'CLOCK POSITION WHILE N BOUND AT 1,000 FEET 11 S MCO. NO EVASIVE ACTION TAKEN. OSCEOLA SHERIFF NOTIFIED. WOC 7-3333 ER/JG",,MCO,N BOUND,1248E,ORLANDO INTERNATIONAL ATCT,CLT - MCO,11 S MCO,"AT 1,000 FEET",KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
63,4/15/2022,ALABAMA,OZARK,"PRELIM INFO FROM FAA OPS: FORT RUCKER/OZARK, AL/UAS INCIDENT/1505C/JACKSONVILLE ARTCC ADVISED, CESSNA C172, OZARK, AL (71J) - 71J, REPORTED A UAS WHILE ENE BOUND AT 1,600 FEET 16 N OZR. NO EVASIVE ACTION TAKEN. DALE COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",,OZR,ENE BOUND,1505C,JACKSONVILLE ARTCC,,16 N OZR,"AT 1,600 FEET",KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,301.0,,US,US-AL,Fort Rucker/Ozark,KOZR,OZR,KOZR,OZR,"31.27569962, -85.71340179"
64,4/15/2022,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS INCIDENT/1731E/CLEVELAND APCH ADVISED, GULFSTREAM AEROSPACE GLF5, PDK - BKL, REPORTED RED AND WHITE QUADCOPTER UAS AT THE 2 O'CLOCK POSITION 500 FEET BELOW ACFT WHILE N BOUND AT 4,500 FEET 16 ESE CLEVELAND. NO EVASIVE ACTION REPORTED. CLEVELAND PD NOTIFIED. WOC 7-3333 DJ/RC",,BKL,N BOUND,1731E,CLEVELAND APCH,PDK - BKL,16 ESE CLEVELAND,"AT 4,500 FEET",KBKL,medium_airport,Burke Lakefront Airport,583.0,,US,US-OH,Cleveland,KBKL,BKL,KBKL,BKL,"41.51750183105469, -81.68329620361328"
65,4/15/2022,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1710E/POTOMAC TRACON ADVISED, CIRRUS S22T, MYERSTOWN, PA - MYR, REPORTED BLACK UAS FROM THE 3 O'CLOCK POSITION AT SAME ALTITUDE WHILE SSE BOUND AT 8,000 FEET 23 SSE BWI. NO EVASIVE ACTION REPORTED. QUEEN ANNE'S SHERIFF NOTIFIED. WOC 7-3333 DJ/JG",,MYR,SSE BOUND,1710E,POTOMAC TRACON,"MYERSTOWN, PA - MYR",23 SSE BWI,"AT 8,000 FEET",KMYR,medium_airport,Myrtle Beach International Airport,25.0,,US,US-SC,Myrtle Beach,KMYR,MYR,KMYR,MYR,"33.679699, -78.928299"
66,4/15/2022,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1645P/SEATTLE TRACON ADVISED, CESSNA C182, REPORTED A UAS 100 FEET ABOVE ACFT WHILE W BOUND AT 4,000 FEET 1 N SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED. WOC 7-3333 TB/JF",,SEA,W BOUND,1645P,SEATTLE TRACON,,1 N SEA,"AT 4,000 FEET",KSEA,large_airport,Seattle–Tacoma International Airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276"
67,4/16/2022,FLORIDA,BOCA RATON,"PRELIM INFO FROM FAA OPS: BOCA RATON, FL/UAS INCIDENT/0918E/BOCA RATON FCT ADVISED, CESSNA C240, BCT - NASSAU, BAHAMAS (MYNN), REPORTED A BLACK UAS 50 FEET FROM THE 9 O'CLOCK POSITION WHILE ENE BOUND AT 400 FEET 1 NE BCT. NO EVASIVE ACTION TAKEN. BOCA RATON PD NOTIFIED. WOC 7-3333 RC/JG",,BCT,ENE BOUND,0918E,BOCA RATON FCT,"BCT - NASSAU, BAHAMAS (MYNN)",1 NE BCT,AT 400 FEET,KBCT,medium_airport,Boca Raton Airport,13.0,,US,US-FL,Boca Raton,KBCT,BCT,KBCT,BCT,"26.3785, -80.107697"
68,4/16/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1255C/CHICAGO O'HARE ATCT ADVISED, B737, DAL - ORD, REPORTED A RED AND SILVER UAS WHILE W BOUND AT 3,500 FEET 10 E ORD. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT WAS NOT NOTIFIED. WOC 7-3333 JG/RC",,DAL,W BOUND,1255C,,DAL - ORD,10 E ORD,"AT 3,500 FEET",KDAL,medium_airport,Dallas Love Field,487.0,,US,US-TX,Dallas,KDAL,DAL,KDAL,DAL,"32.847099, -96.851799"
69,4/16/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1319C/CHICAGO O'HARE ATCT ADVISED, CRJ2, LIT - ORD, REPORTED A RED AND WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION REPORTED. CHICAGO PD NOTIFIED. WOC 7-3333 JG/RC",,AND,W BOUND,1319C,,LIT - ORD,12 E ORD,"AT 4,000 FEET",KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
70,4/16/2022,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1252P/VAN NUYS ATCT ADVISE, GULFSTREAM GLF4, FAT - VNY, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 2,000 FEET 3 NNW VNY. NO EVASIVE ACTION REPORTED. LAPD AIR SUPPORT NOTIFIED ON FREQUENCY. WOC 7-3333 JG/RC",,FAT,SSE BOUND,1252P,,FAT - VNY,3 NNW VNY,"AT 2,000 FEET",KFAT,medium_airport,Fresno Yosemite International Airport,336.0,,US,US-CA,Fresno,KFAT,FAT,KFAT,FAT,"36.776199, -119.718002"
71,4/16/2022,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1620E/FORT LAUDERDALE ATCT ADVISED, A320, DCA - FLL, REPORTED A WHITE UAS 200 FEET BELOW WHILE E BOUND AT 2,000 FEET 9 W FLL. NO EVASIVE ACTION REPORTED. BROWARD COUNTY SHERIFFF NOTIFIED. WOC 7-3333 JG/RC",,FLL,E BOUND,1620E,FORT LAUDERDALE ATCT,DCA - FLL,9 W FLL,"AT 2,000 FEET",KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,KFLL,FLL,"26.072599, -80.152702"
72,4/16/2022,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1835C/ADDISON ATCT ADVISED, PIPER CRUZ, ADS - ADS, REPORTED A BLUE AND YELLOW UAS APPROXIMATELY 2 FEET IN SIZE WHILE E BOUND AT 2,000 FEET 2 E ADS. PILOT MANEUVERED TO THE LEFT TO AVOID UAS. DFW AIRPORT DPS NOTIFIED. WOC 7-3333 JO/HM",,ADS,E BOUND,1835C,ADDISON ATCT,"PIPER CRUZ, ADS - ADS",2 E ADS,"AT 2,000 FEET",KADS,small_airport,Addison Airport,644.0,,US,US-TX,Dallas,KADS,ADS,KADS,ADS,"32.9686012268, -96.8364028931"
73,4/16/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1708P/LOS ANGELES ATCT ADVISED , A320, DFW - LAX, REPORTED MULTIPLE UAS WHILE E BOUND W BOUND FOR RUNWAY 24L AT 1,200 FEET 3 E LAX. NO EVASIVE ACTION REPORTED. LAPD AIR UNIT NOTIFIED. WOC 7-3333 MK/HM",,DFW,E BOUND,1708P,LOS ANGELES ATCT,DFW - LAX,3 E LAX,"AT 1,200 FEET",KDFW,large_airport,Dallas Fort Worth International Airport,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,KDFW,DFW,"32.896801, -97.038002"
74,4/16/2022,ALASKA,FAIRBANKS,"PRELIM INFO FROM FAA OPS: FAIRBANKS, AK/UAS INCIDENT/1819L/ANCHORAGE ARTCC ADVISED EIELSON AFB (EIL) SECURITY OBSERVED A UAS OPERATING IN THE BASE'S RESTRICTED AIRSPACE. BASE SECURITY CONFISCATED THE DJI MAVIC 2 UAS. OWNER OF UAS WAS NOT LOCATED. NO ACFT INVOLVED. ALASKA STATE PD NOTIFIED. WOC 7-3333 HM/JO",,EIL,,1819L,ANCHORAGE ARTCC,,,,PAEI,medium_airport,Eielson Air Force Base,547.0,,US,US-AK,Fairbanks,PAEI,EIL,PAEI,EIL,"64.66570282, -147.102005"
75,4/17/2022,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS INCIDENT/1510E/INDIANAPOLIS ATCT ADVISED , A319, IND - PHX, REPORTED A GRAY UAS FROM THE 12 O'CLOCK POSITION WHILE TAXIING TO RUNWAY 23R AT IND. NO EVASIVE ACTION. TSA NOTIFIED VIA AIRPORT OPS. WOC 7-3333 JG/RC",,IND,,1510E,INDIANAPOLIS ATCT,IND - PHX,,,KIND,large_airport,Indianapolis International Airport,797.0,,US,US-IN,Indianapolis,KIND,IND,KIND,IND,"39.7173, -86.294403"
76,4/17/2022,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1428P/LAS VEGAS ATCT ADVISED, HELO, OBSERVED A UAS WHILE S BOUND AT 3,000 FEET 3 N LAS. NO EVASIVE ACTION WAS TAKEN. LAS VEGAS METRO PD NOTIFIED. WOC 7-3333 EF/JA",,LAS,S BOUND,1428P,LAS VEGAS ATCT,,3 N LAS,"AT 3,000 FEET",KLAS,large_airport,Harry Reid International Airport,2181.0,,US,US-NV,Las Vegas,KLAS,LAS,KLAS,LAS,"36.083361, -115.151817"
77,4/17/2022,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS INCIDENT/1524P/LOS ANGELES ARTCC ADVISED, B748, LAX - LUXEMBOURG (ELLX), REPORTED A WHITE UAS 300 FEET OFF THE RIGHT SIDE WHILE NE BOUND AT FL180 8 S POMONA VORTAC. NO EVASIVE ACTION TAKEN. LA HABRA PD NOTIFIED. WOC 7-3333 HM/JW",,LAX,NE BOUND,1524P,LOS ANGELES ARTCC,LAX - LUXEMBOURG (ELLX),8 S POMONA VORTAC,,KLAX,large_airport,Los Angeles International Airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997"
78,4/17/2022,OKLAHOMA,NORMAN,"PRELIM INFO FROM FAA OPS: NORMAN, OK/UAS INCIDENT/1911C/OKLAHOMA CITY TRACON ADVISED, CESSNA C172, WILEY POST ARPT, OKLAHOMA CITY, OK (PWA) - PWA, REPORTED A QUADCOPTER UAS 1/2 MILE OFF THE LEFT SIDE WHILE N BOUND AT 4,000 FEET 1 W OUN. NO EVASIVE ACTION TAKEN. OKLAHOMA CITY PD NOTIFIED. WOC 7-3333 HM/JW",,OUN,N BOUND,1911C,OKLAHOMA CITY TRACON,"WILEY POST ARPT, OKLAHOMA CITY, OK (PWA) - PWA",1 W OUN,"AT 4,000 FEET",KOUN,small_airport,University of Oklahoma Westheimer Airport,1182.0,,US,US-OK,Norman,KOUN,OUN,KOUN,OUN,"35.2456, -97.472099"
79,4/17/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/2202C/CHICAGO TRACON ADVISED, B712, MSP - ORD, REPORTED A UAS WHILE E BOUND AT 1,700 FEET 2 W ORD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/HM",,ORD,E BOUND,2202C,CHICAGO TRACON,MSP - ORD,2 W ORD,"AT 1,700 FEET",KORD,large_airport,Chicago O'Hare International Airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048"
81,4/19/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/0915C/CHICAGO ATCT ADVISED CITY COMMAND CENTER DETECTED UAS OPEARTING AT 50 FEET 1 S ORD. NO IMPACT TO OPERATIONS. NO ACFT REPORTED UAS. ORD COMMUNICATION CENTER NOTIFIED. WOC 7-3333 DJ/RC",,ORD,,0915C,CHICAGO ATCT,,1 S ORD,AT 50 FEET,KORD,large_airport,Chicago O'Hare International Airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048"
82,4/19/2022,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1750E/PHILADELPHIA ATCT ADVISED, B763, IND - PHL, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE S BOUND AT 5,500 FEET 5 S NORTHEAST PHILADELPHIA ARPT. NO EVASIVE ACTION REPORTED. PHL ARPT PD NOTIFIED. WOC 7-3333 DJ/RC",,IND,S BOUND,1750E,PHILADELPHIA ATCT,IND - PHL,5 S NORTHEAST PHILADELPHIA ARPT,"AT 5,500 FEET",KIND,large_airport,Indianapolis International Airport,797.0,,US,US-IN,Indianapolis,KIND,IND,KIND,IND,"39.7173, -86.294403"
