date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,Facility Name,Direction,Time,Authority Advised,Route,Location,Altitude
2020-01-28,VIRGINIA,DAHLGREN,"PRELIM INFO FROM FAA OPS: DAHLGREN, VA/UAS INCIDENT/0656E/NAVAL SURFACE WARFARE DAHLGREN BASE RECEIVED A VOICE MESSAGE THAT REPORTED 2 UAS AT UNKN ALTITUDE VCNTY NAVAL SURFACE WARFARE DAHLGREN BASE. NO ACFT INVOLVED. NAVAL SURFACE WARFARE BASE PD NOTIFIED.",MDW,AIRPORT,41.7859722222222,-87.7524166666667,CHICAGO MIDWAY INTL,,0656E,,,2 UAS AT UNKN ALTITUDE VCNTY NAVAL SURFACE WARFARE DAHLGREN BASE. NO ACFT INVOLVED. NAVAL SURFACE WARFARE BASE PD NOTIFIED,
2020-01-29,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/0845E/E-ROC ADVISED THE PALM BEACH COUNTY DEPARTMENT OF AIRPORTS OPERATIONS MANAGER REPORTED A UAS WAS FOUND IN THE GRASS S OF RUNWAY 28R EXTENDED CENTERLINE, EAST OF TWY L7. NO AIRCRAFT INVOLVEMENT. UAS IN  PALM BEACH COUNTY SHERIFF OFFICE CUSTODY (PBSO). PBSO NOTIFIED.",JAX,AIRPORT,30.4940455555556,-81.6878466666667,JACKSONVILLE INTL,,0845E,,,28R EXTENDED CENTERLINE,
2020-01-31,COLORADO,COLORADO SPRINGS,"CLOSE-OUT INFO FROM FAA OPS: COLORADO SPRINGS, CO/UAS INCIDENT/2127M/COLORADO SPRINGS AIRPORT OPERATIONS ADVISED NO FURTHER UAS SIGHTINGS, INVESTIGATION ONGOING.",4GA8,AIRPORT,31.4154538888889,-84.7129738888889,ANDREWS,,2127M,COLORADO SPRINGS AIRPORT OPERATIONS,,,
2020-02-07,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS INCIDENT/1148E/GREENSBORO ATCT BEECH BE58, OBSERVED A WHITE UAS PASS 20 FEET BELOW ACFT WHILE EASTBOUND AT 2,500 FEET 2.5 N GREENSBORO. NO EVASIVE ACTION TAKEN. GILFORD METRO PD NOTIFIED.",CKF,AIRPORT,31.988845,-83.7739047222222,CRISP COUNTY-CORDELE,,1148E,,,20 FEET BELOW ACFT WHILE EASTBOUND,"AT 2,500 FEET"
2020-02-08,FLORIDA,PORT ST. LUCIE,"PORT ST. LUCIE, FL: PORT ST. LUCIE POLICE REPORTED A UAS PASSED ABOVE A CRIME SCENE LOCATED AT 338 SOUTHEAST THORNHILL ROAD. 02/09/2020 0117Z",LRF,AIRPORT,34.9175121111111,-92.1450010277778,LITTLE ROCK AFB,,0117Z,,,338 SOUTHEAST THORNHILL ROAD,
2020-02-15,CALIFORNIA,LOS ALAMITOS,"PRELIM INFO FROM FAA OPS: LOS ALAMITOS, CA/UAS INCIDENT/1153P/W-ROC ADVISED CESSNA C340, REPORTED A UAS APPROXIMATELY 70 FEET E OF LOS ALAMITOS. EVASIVE ACTION WAS NOT REPORTED. LEO NOTIFICATION WAS NOT REPORTED.",,,33.8038865,-118.0772433,,,1153P,,,70 FEET E OF LOS ALAMITOS. EVASIVE ACTION WAS NOT REPORTED. LEO NOTIFICATION WAS NOT REPORTED,
2020-02-17,TEXAS,ARLINGTON,"PRELIM INFO FROM FAA OPS: ARLINGTON, TX/UAS INCIDENT/1408C/BEECH BE23, REPORTED A BLACK FIXED WING UAS AT SAME ALTITUDE OF 1,800 FEET 2 S RWY 16. NO EVASIVE ACTION TAKEN. ARLINGTON PD NOTIFIED.",CEM,AIRPORT,65.5739444444444,-144.780888888889,CENTRAL,,1408C,,,,
2020-02-19,CALIFORNIA,SANTA BARBARA,"PRELIM INFO FROM FAA OPS: SANTA BARBARA, CA/UAS INCIDENT/0920P/SANTA BABARA ACPH ADVISED H65, REPORTED A UAS AT 8,000 FEET VCNTY SANTA BARBARA PIER. NO EVASIVE ACTION REPORTED. LOCAL LEOS NOTIFIED. NO FURTHER INFORMATION PROVIDED.",CA97,HELIPORT,34.0197261111111,-119.852906666667,CHRISTY AIRSTRIP,,0920P,SANTA BABARA ACPH,,000 FEET VCNTY SANTA BARBARA PIER. NO EVASIVE ACTION REPORTED. LOCAL LEOS NOTIFIED. NO FURTHER INFORMATION PROVIDED,"AT 8,000 FEET"
2020-03-07,CALIFORNIA,CAMARILLO,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS INCIDENT/1033P/CHAMPION CH7A, REPORTED A BLUE ROTORCRAFT UAS AT 1,200 FEET OVER CITY OF OXNARD WHILE INBOUND TO CAMARILLO. NO EVASIVE ACTION TAKEN. OXNARD PD NOTIFIED.",99FL,HELIPORT,30.4687305555556,-87.2301888888889,BAPTIST HEALTH PENSACOLA,,1033P,,,200 FEET OVER CITY OF OXNARD WHILE INBOUND TO CAMARILLO. NO EVASIVE ACTION TAKEN. OXNARD PD NOTIFIED,"AT 1,200 FEET"
2020-03-23,LOUISIANA,PLAQUEMINE,"PRELIM INFO FROM FAA OPS: PLAQUEMINE, LA/UAS INCIDENT/2142C/SHINTECH CHEMICAL PLANT OPERATIONS REPORTED A 3 FOOT DIAMETER UAS WITH LIGHTS OVER FACILITY AT APPROXIMATELY 100 FEET. UAS DEPARTED THE AREA TO THE NW. IBERVILLE PARISH PD NOTIFIED.",IS24,AIRPORT,39.0777777777778,-89.0816666666667,HARRIS,,2142C,,,3 FOOT DIAMETER UAS WITH LIGHTS OVER FACILITY,
2021-10-13,TEXAS,LAREDO,"PRELIM INFO FROM FAA OPS: LAREDO, TX/UAS INCIDENT/1421C/LAREDO ATCT REPORTED A LARGE UAS AT 500 FEET 1 E LAREDO. NO IMPACT TO OPERATIONS OR ACFT. ARPT OPS NOTIFIED.",MD69,AIRPORT,39.3334438888889,-76.0830036111111,HARRIS,,1421C,,,1 E LAREDO. NO IMPACT TO OPERATIONS OR ACFT. ARPT OPS NOTIFIED,AT 500 FEET
2021-10-15,SOUTH CAROLINA,EASTOVER,"CLOSE-OUT INFO FROM FAA OPS: EASTOVER, SC/UAS INCIDENT/1720E/RICHLAND COUNTY SHERIFF NOTIFIED.",83K,AIRPORT,43.4097638888889,-73.5326541666667,HARRIS,,1720E,,,,
2021-11-13,NEW YORK,NORTHAMPTON,"NORTHAMPTON, NY$ USCG REPORTS GRAY QUAD-COPTOR UAS HOVERING OVER USGC PROPERTY @ BOATS. 11/13/2021 2300Z",3PA2,GLIDERPORT,40.3312275,-75.2481238888889,PHILADELPHIA,,2300Z,,,,
2021-12-01,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1600E/FORT LAUDERDALE ATCT REPORTED A UAS OPERATING AT THE BASE OF THE CONTROL TOWER. NO IMPACT TO AIR TRAFFIC. NO AIRCRAFT INVOLVED. BROWARD SHERIFF NOTIFIED. PHONE NUMBER NOT PROVIDED.",,,26.1223084,-80.1433786,,,1600E,,,,
2021-12-21,MASSACHUSETTS,SPRINGFIELD,"PRELIM INFO FROM FAA OPS: WESTFIELD/SPRINGFIELD, MA/UAS INCIDENT/1039E/BARNES ATCT OBSERVED UAS OPERATING 1 NNW OF AIRPORT. NO AIRCRAFT REPORTED EVASIVE ACTION. BARNES ATCT CHANGED OPERATIONS TO A LEFT DOWNWIND TO RWY20 TO AVOID THE UAS. NO LEO NOTIFICATION INFORMATION PROVIDED.",AR72,HELIPORT,35.0390638888889,-90.7771611111111,FORREST CITY MEDICAL CENTER,,1039E,,,1 NNW OF AIRPORT. NO AIRCRAFT REPORTED EVASIVE ACTION. BARNES,
2021-12-21,DISTRICT OF COLUMBIA,WASHINGTON,"CLOSE-OUT INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1105E/NCRCC REPORTED THAT MWAA PD DID NOT ARREST OPERATOR AS THEY WERE UNABLE TO DETERMINE IF UAS OPERATION WAS ILLEGAL.",54W,AIRPORT,42.7173868333333,-89.4241838611111,ALBANY,,1105E,,,,
2022-07-04,INDIANA,SOUTH BEND,"PRELIM INFO FROM FAA OPS: SOUTH BEND, IN/UAS SIGHTING/2245E/SOUTH BEND ATCT REPORTED A UAS AT 200 FEET EAST OF FIELD FILMING FIREWORKS HEADING NE BOUND. NO IMPACT TO OPERATIONS. ST JOSEPHS COUNTY PD NOTIFIED.",FYM,AIRPORT,35.0596944444444,-86.564,FAYETTEVILLE MUNI,,2245E,,,200 FEET EAST OF FIELD FILMING FIREWORKS HEADING NE BOUND. NO IMPACT TO OPERATIONS. ST JOSEPHS COUNTY PD NOTIFIED,AT 200 FEET
2022-07-12,ILLINOIS,AURORA,"PRELIM INFO FROM FAA OPS: AURORA, IL/UAS SIGHTING/1522E/AURORA ATCT REPORTED, PIPER P28A, OBSERVED A UAS WHILE SOUTHBOUND AT 1,200 FEET, 1 S AURORA. NO EVASIVE ACTION TAKEN. MARION COUNTY SHERIFF NOTIFIED.",WI51,AIRPORT,43.3213777777778,-89.3209497222222,DEL MONTE,,1522E,,,1 S AURORA. NO EVASIVE ACTION TAKEN. MARION COUNTY SHERIFF NOTIFIED,
2022-07-25,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS SIGHTING/0915M/EL PASO ATCT REPORTED UAS OPERATING AT 217 FEET 1/2 MILE SW RUNWAY 4. NO IMPACT TO OPERATIONS. LEO NOTIFICATION NOT REPORTED.",TS59,HELIPORT,31.8501063888889,-106.417208333333,BEAR,,0915M,,,,AT 217 FEET
2022-07-25,FLORIDA,TALLAHASSEE,"PRELIM INFO FROM FAA OPS: TALLAHASSEE, FL/UAS SIGHTING/1528E/TALLAHASSEE APPROACH ADVISED, H72, WHILE WESTBOUND AT 4,000 FEET OBSERVED 3/UAS FLYING WESTBOUND APPROX 2,000 FEET BLEOW. NO EVASIVE ACTION REPORTED. DECATUR (GA) COUNTY SHERIFF NOTIFIED.",6GA7,HELIPORT,34.2068611111111,-84.2972388888889,MAC,,1528E,TALLAHASSEE APPROACH,,000 FEET BLEOW. NO EVASIVE ACTION REPORTED. DECATUR (GA) COUNTY SHERIFF NOTIFIED,"AT 4,000 FEET"
2022-07-25,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/LATE REPORT 7-25 1532P/UAS OPERATOR REPORTED PERSON INJURED HAND WHILE ATTEMPTING TO HAND CAPTURE UAS (FA3TLWLLKR). INFORMATION RECEIVED VIA DRONEZONE REPORT.",NY23,AIRPORT,42.9875708333333,-74.9665436111111,MAC,,1532P,,,,
2022-07-26,PENNSYLVANIA,LANCASTER,"PRELIM INFO FROM FAA OPS: LANCASTER, PA/UAS SIGHTING/2200E/HARRISBURG ATCT REPORTED UAS VCNTY PEACH BOTTOM NUCLEAR FACILITY. FACILITY AIRSPACE BELONGS TO POTOMAC TRACON. LEO NOTIFICATION NOT REPORTED.",PA12,AIRPORT,40.0423194444444,-76.3882947222222,COMMONWEALTH SECURITY SYSTEMS,,2200E,,,VCNTY PEACH BOTTOM NUCLEAR FACILITY. FACILITY AIRSPACE BELONGS TO POTOMAC TRACON. LEO NOTIFICATION NOT REPORTED.,
2022-08-04,MICHIGAN,PONTIAC,WATERFORD PD (248) 674-0351,0TS3,HELIPORT,29.8174497222222,-95.6632794444445,HOUSTON,,,,,,
2022-08-13,NEW YORK,LAKE GEORGE,"PRELIM INFO FROM FAA OPS: LAKE GEORGE, NY/UAS SIGHTING/1145E/LAKE GEORGE PARK COMMISSION MARINE PATROL REPORTED A QUADCOPTER BEING OPERATED IN A RECKLESS MANOR NEAR SAWMILL BAY SECTION OF LAKE GEORGE. NO INJURIES REPORTED. LAKE GEORGE PARK COMMISSION MARINE PATROL NOTIFIED.",X44,SEAPLANE BASE,25.7783333333333,-80.1702777777778,MIAMI,,1145E,,,,
2022-08-26,CALIFORNIA,FAIRFIELD,"PRELIM INFO FROM FAA OPS: FAIRFIELD, CA/UAS SIGHTING/1200P/TRAVIS AIR FORCE BASE ATCT REPORTED A UAS IN CLASS D AIRSPACE. NO ACFT INVOLVED. NO IMPACT TO OPERATIONS. LEO NOTIFICATION NOT REPORTED.",OK89,AIRPORT,34.6934361111111,-97.8981555555556,L&L,,1200P,,,,
2022-09-01,WYOMING,JACKSON,"PRELIM INFO FROM FAA OPS: JACKSON, WY/UAS INCIDENT/1157M/EAST IDAHO DISPATCH ADVISED, ROCKWELL AC690, WHILE CONDUCTING FIREFIGHTING OPS NORTHBOUND AT 9,000 FEET WITHIN TFR/0404, OBSERVED A WHITE COLOR, 2-FOOR UAS APPROX 61 SE JACKSON, WY.  NO EVASIVE ACTION TAKEN. UAS DID NOT INTERFERE WITH DROP. FREMONT COUNTY SHERIFF NOTIFIED.",VCV,AIRPORT,34.5955261111111,-117.382662222222,SOUTHERN CALIFORNIA LOGISTICS,,1157M,EAST IDAHO DISPATCH,,61 SE JACKSON,"AT 9,000 FEET"
2022-09-04,TEXAS,SOMERVILLE,"PRELIM INFO FROM FAA OPS: SOMERVILLE, TX/UAS SIGHTING/2250C/COMANCHE PEAK NUCLEAR POWER PLANT REPORTED A UAS FLYING OVER PLANT AT 500 FEET FROM SW TO NE. SIZE OF UAS WAS APPROXIMATELY 10 FEET WIDE. NO IMPACT TO NAS.  SOMERVILLE COUNTY SHERIFF DEPARTMENT WAS NOTIFIED,.WOC 7-3333 EC/ER",0TS3,HELIPORT,29.8174497222222,-95.6632794444445,HOUSTON,,2250C,,,500 FEET FROM SW TO NE,AT 500 FEET
2022-09-07,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1549E/PALM BEACH ARPT OPS PERSONNEL OBSERVED A UAS OPERATING AT OR BELOW 100 FEET AGL WITHIN .5 MILE FROM NORTH SIDE OF ARPT. NO REPORTED IMPACT TO OPS. NO LEO NOTIFICATION PROVIDED.",55H,AIRPORT,43.8135108333333,-115.135081666667,ATLANTA,,1549E,,,100 FEET AGL WITHIN,
2022-09-25,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1553P/BOEING ATCT REPORTED UAS OVER LUMEN FIELD FOR 5 MINUTES INSIDE TFR DURING A FOOTBALL GAME. SEATTLE PD NOTIFICATON NUMBER NOT PROVIDED.",FRG,AIRPORT,40.7292741666667,-73.4134208333333,REPUBLIC,,1553P,,,5 MINUTES INSIDE TFR DURING A FOOTBALL GAME. SEATTLE PD NOTIFICATON NUMBER NOT PROVIDED,
2019-10-09,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1900E/E-ROC ADVISED CHARLOTTE POLICE REPORTED A UAS CRASHED INTO THE SIDE OF THE BANK OF AMERICA STADIUM. NO EVENTS WERE SCHEDULED AT THE STADIUM AT THE TIME OF THE CRASH. NO GROUND INJURIES REPORTED. EXTENT OF DAMAGE TO THE STADIUM WAS NOT REPORTED.",F45,AIRPORT,26.8459166666667,-80.2223333333333,NORTH PALM BEACH COUNTY GENERAL AVIATION,,1900E,,,,
2019-10-11,CALIFORNIA,CAMARILLO,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS INCIDENT/1030P/POINT MUGU APCH ADVISED C130, REPORTED A SMALL BLACK UAS WHILE SOUTHBOUND AT 2,300 FEET 1 S CAMARILLO. NO EVASIVE ACTION TAKEN. VENTURA COUNTY SHERIFF NOTIFIED. _x000D_
",FA17,SEAPLANE BASE,28.2836225,-81.4089597222222,KISSIMMEE,,1030P,POINT MUGU APCH,,1 S CAMARILLO. NO EVASIVE ACTION TAKEN. VENTURA COUNTY SHERIFF NOTIFIED,"AT 2,300 FEET"
2019-10-24,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary: was northwest bound at 3,200 feet and reported a small drone opposite direction off his right wing about 100 feet low. The pilot advised it was about a foot and half across, very reflective and shiny. During the pilot's phone call to the OMIC, he said he didn't get a good look at it, his FO saw it. He said he would categorize it as a NMAC, he didn't have time to divert but if it was any closer, he would have hit it. 

",2PS9,AIRPORT,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,,,,,
2019-10-27,TEXAS,EAGLE LAKE,"_x000D_
Summary:  was orbiting NW of Houston Skydive Airport to deploy skydivers at altitude. Reported ""model airplane"" close to his altitude. Spoke with pilot afterwards over the phone and he said he could not tell if aircraft was manned or not. FALCON replay depicts fast moving target with transponder ""1200"" in the location. Ground speeds exceeded 130 Kts at times.

",AWM,AIRPORT,35.1350555555556,-90.2344444444444,WEST MEMPHIS MUNI,,,,,,
2019-10-28,MICHIGAN,DETROIT,PILOT REPORTED A DRONE 200 FT BELOW HIM. NO EVASIVE ACTION WAS TAKEN.,DAB,AIRPORT,29.1799088888889,-81.0580422222222,DAYTONA BEACH INTL,,,,,200 FT BELOW HIM. NO EVASIVE ACTION WAS TAKEN,
2019-10-30,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary: Notes/Narrative Last updated on: 10/28/2019 13:54:07 Received email notification about a drone and pilot in Lot U. Command Center responded and called 911. The drone height was only shown at 1 meter at takeoff and did not change on the program. The drone was on for 7 minutes. The drone stayed in Lot U, in the area of the Kicker statue. Command Center confronted the pilot, who had already landed the drone, and informed him that he cannot fly any drones in the sports complex.

",2PS9,HELIPORT,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,,,,,
2019-10-31,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary: At 10:38 the C.C. received a Galaxy Drone alert. The operator was shown to be in the area of the 3200 S. Darien st Turf club parking lot. C.C. personnel responded and located this operator.

",2PS9,AIRPORT,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,,,,,
2019-10-31,ARIZONA,GLENDALE,"_x000D_
Summary:  REPORTED A UAS DRONE BELOW HIM ON THE DOWNWIND APPROXIMATELY 50FT. THE DRONE WAS NOT VISIBLE FROM THE TOWER. NO OTHER AIRCRAFT INVOLVED.

",,,33.5386858,-112.185994,,,,,,,
2019-11-02,WASHINGTON,WALLA WALLA,"PRELIM INFO FROM FAA OPS: WALLA WALLA, WA/UAS INCIDENT/0303P/CITIZEN REPORTED A UAS CIRCLING AT 50-100 FEET SE WALLA WALLA ARPT. NO IMPACT TO OPERATIONS. NO FURTHER INFORMATION PROVIDED

",83WA,AIRPORT,46.0276375,-118.168007222222,DARCY'S AIR STRIP,,0303P,,,100 FEET SE WALLA WALLA ARPT. NO IMPACT TO OPERATIONS,
2019-11-04,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary: UNAUTHORIZED UAS FLIGHT IN CLASS B Spark drone

",2PS9,AIRPORT,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,,,,,
2019-11-06,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary:  Received a notification of a Mavic 2 drone, Drone Signal 

",2PS9,,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,,,,,
2019-11-06,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary: SECURITY UAS DATA  Drone Type P4  Detected

",2PS9,AIRPORT,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,,,,,
2019-11-08,NAN,NAN,"_x000D_
Summary:  REPORTED OVERFLYING A GREEN DRONE. ACN.

",0IA0,HELIPORT,41.3115472222222,-93.1117388888889,KNOXVILLE AREA COMMUNITY HOSPITAL,,,,,,
2019-11-10,ALABAMA,MOBILE,"PRELIM INFO FROM FAA OPS: MOBILE, AL/UAS INCIDENT/1745C/MOBILE ATCT REPORTED UAS AT 400 FEET 1.5 N MOBILE. NO ACFT INVOLVED. MOBILE PD NOTIFIED 

",2AL6,,30.4919805555556,-88.1973083333333,DALE O GALER AERODROME,,1745C,,,1.5 N MOBILE. NO ACFT INVOLVED,AT 400 FEET
2019-11-13,PENNSYLVANIA,PHILADELPHIA,"_x000D_
Summary: Received a drone notification from N lot being operated Drone Signal  Mavic Pro Flight time 12:12:27 PM EDT - 12:20:37 EDT

",2PS9,HELIPORT,40.036525,-75.1431388888889,ALBERT EINSTEIN MEDICAL CENTER,,12:12:27 PM,,,,
2019-11-14,CALIFORNIA,CAMARILLO,"_x000D_
Summary:  departed to the northwest for a short flight. Approximately 5 minutes later returned inbound for a full stop and landed safely. As was taxiing back to parking he notified ground control that he witnessed a drone near Saticoy Bridge at 2000 feet. Pilot stated the drone was too far away from him to get any more details.

",,,34.2176371,-119.0383541,,,,,,,
2019-12-06,CALIFORNIA,CALIPATRIA,"PRELIM INFO FROM FAA OPS: CALIPATRIA, CA/UAS INCIDENT/1144P/YUMA APCH ADVISED USMC, F18, REPORTED A WHITE QUAD COPTER UAS AT 10,000 FEET 12 NE CALIPATRIA. EVASIVE ACTION WAS TAKEN. IMPERIAL COUNTY SHERIFF NOTIFIED 

",UGN,AIRPORT,42.4221486111111,-87.8679161111111,WAUKEGAN NTL,,1144P,YUMA APCH,,12 NE CALIPATRIA. EVASIVE ACTION WAS TAKEN,"AT 10,000 FEET"
2021-10-16,OREGON,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, OR/UAS INCIDENT/1350P/PORTLAND-HILLSBORO ATCT ADVISED , BEECH BE33, REPORTED A WHITE UAS BELOW ACFT AT THE 1 O'CLOCK POSITION WHILE ON 1 MILE FINAL RUNWAY 31L PASSING 600 FEET. ACFT MANEUVERED SLIGHTLY TO LEFT TO AVOID THE UAS. PILOT STATED A SOCCER GAME WAS IN PROGRESS IN VCNTY OF THE UAS. WASHINGTON COUNTY SHERIFF NOTIFIED.",FD01,HELIPORT,27.9699805555556,-82.3455833333333,HILLSBOROUGH COUNTY FIRE RESCUE,,1350P,,,VCNTY OF THE UAS. WASHINGTON COUNTY SHERIFF NOTIFIED.,
2021-10-22,FLORIDA,ORMOND BEACH,"PRELIM INFO FROM FAA OPS: ORMOND BEACH, FL/UAS INCIDENT/LATE REPORT 10-22 0914E/DAYTONA BEACH ATCT ADVISED , CESSNA C172, REPORTED UAS AT 2,800 FEET 2.1 SE ORMOND BEACH. NO EVASIVE ACTION REPORTED. VOLUSIA COUNTY SHERIFF WAS NOTIFIED.",DAB,AIRPORT,29.1799088888889,-81.0580422222222,DAYTONA BEACH INTL,,0914E,DAYTONA BEACH ATCT,,2.1 SE ORMOND BEACH. NO EVASIVE ACTION REPORTED. VOLUSIA COUNTY SHERIFF WAS NOTIFIED,"AT 2,800 FEET"
2021-10-23,FLORIDA,SARASOTA-BRADENTON,"PRELIM INFO FROM FAA OPS: SARASOTA-BRADENTON, FL/UAS INCIDENT/2110E/SARASOTA ATCT ADVISED , 2/UH60, UNKN - UNKN, REPORTED QUADCOPTER UAS FROM THE RIGHT SIDE AT 500 FEET 8 NW SARASOTA. ACFT MANEUVERED WEST TO AVOID CONFLICT. MANATEE COUNTY SHERIFF NOTIFIED.",SRQ,AIRPORT,27.3954444444444,-82.5543888888889,SARASOTA/BRADENTON INTL,,2110E,SARASOTA ATCT,UNKN - UNKN,8 NW SARASOTA. ACFT MANEUVERED WEST TO AVOID CONFLICT. MANATEE COUNTY SHERIFF NOTIFIED,AT 500 FEET
2021-10-25,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS INCIDENT/1002E/LAGUARDIA ATCT ADVISED , BELL B429, REPORTED A UAS AT 800 FEET 9 SSE TETERBORO. PILOT TOOK EVASIVE ACTION TO AVOID THE UAS.",LGA,AIRPORT,40.7772422222222,-73.8726055555556,LAGUARDIA,,1002E,LAGUARDIA ATCT,,9 SSE TETERBORO. PILOT TOOK EVASIVE ACTION TO AVOID THE UAS,AT 800 FEET
2021-11-07,TENNESSEE,MEMPHIS,"PRELIM INFO FROM FAA OPS: MEMPHIS, TN/UAS INCIDENT/1245C/MEMPHIS TRACON ADVISED , CIRRUS SR22, OBSERVED A UAS AT THE 10 O'CLOCK POSITION WHILE WESTBOUND AT 8,000 FEET 5 NW MEMPHIS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",AWM,AIRPORT,35.1350555555556,-90.2344444444444,WEST MEMPHIS MUNI,,1245C,MEMPHIS TRACON,,5 NW MEMPHIS. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED,"AT 8,000 FEET"
2021-11-19,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/LATE REPORT 11-19 0915E/ORLANDO ATCT ADVISED ARPT OPS REPORTED UAS OPERATING 300 FEET ABOVE RUNWAY 17L/35R BLAST PAD. RUNWAY WAS CLOSED AT TIME OF SIGHTING. PRIOR TO REOPENING, ARPT OPS DISCOVERED THE UAS ON THE BLAST PAD. SERIAL NUMBER PROVIDED TO LEOS. ORLANDO PD NOTIFIED.",FL15,SEAPLANE BASE,28.6211111111111,-81.6391666666667,ORLANDO,,0915E,ORLANDO ATCT,,35R BLAST PAD. RUNWAY WAS CLOSED AT TIME OF SIGHTING. PRIOR TO REOPENING,
2021-11-24,ARIZONA,GLENDALE,"PRELIM INFO FROM FAA OPS: GLENDALE, AZ/UAS INCIDENT/0939M/ALBUQUERQUE ARTCC ADVISED , F16, OBSERVED A UAS WHILE WESTBOUND AT 11,000 FEET, 39 WNW LUKE AFB. NO INJURIES REPORTED. MARICOPA COUNTY SHERIFF NOTIFIED.",ABQ,AIRPORT,35.0389315555556,-106.608262166667,ALBUQUERQUE INTL SUNPORT,,0939M,ALBUQUERQUE ARTCC,,39 WNW LUKE AFB. NO INJURIES REPORTED. MARICOPA COUNTY SHERIFF NOTIFIED,
2021-11-25,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS INCIDENT/1400E/ANDREWS ATCT ADVISED A UAS WAS OBSERVED 1-2 NW AT APPROX 50 FT ELEVATION. NO FURTHER INFORMATION PROVIDED.",4GA8,AIRPORT,31.4154538888889,-84.7129738888889,ANDREWS,,1400E,ANDREWS ATCT,,50 FT ELEVATION. NO FURTHER INFORMATION PROVIDED,
2021-11-28,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS INCIDENT/1722E/ANDREWS AFB ATCT ADVISED BASE OPS REPORTED SYSTEM DETECTED UAS OPERATING BELOW 250 FEET APPROX 1 NW ANDREWS AFB. UAS NOT VISUALLY VERIFIED. PRINCE GEORGE'S COUNTY PD NOTIFIED.",4GA8,AIRPORT,31.4154538888889,-84.7129738888889,ANDREWS,,1722E,ANDREWS AFB ATCT,,1 NW ANDREWS AFB. UAS NOT VISUALLY VERIFIED,
2021-12-04,OHIO,NORTH PERRY,"PRELIM INFO FROM FAA OPS: NORTH PERRY, OH/UAS INCIDENT/2143E/CLEVELAND ARTCC ADVISED NORTH PERRY NUCLEAR POWER PLANT REPORTED 2 UAS E BOUND OVER PROTECTED AREAS OF PLANT. NO IMPACTS TO NAS REPORTED. LAKE COUNTY PD NOTIFIED FBI OF INCIDENT.",CO82,AIRPORT,40.0958158333333,-104.589406111111,LAND,,2143E,CLEVELAND ARTCC,,2 UAS E BOUND OVER PROTECTED AREAS OF PLANT. NO IMPACTS TO NAS REPORTED. LAKE COUNTY PD NOTIFIED FBI OF INCIDENT,
