,Unnamed: 0,Date,State,City,Summary,Source File,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
1872,1872,2018-04-06 00:00:00,ARIZONA,CHANDLER,"PRELIM INFO FROM FAA OPS: CHANDLER, AZ/UAS INCIDENT/1959M/HELICOPTER REPORTED A NMAC WITH A UAS AT 500 FEET 3 SW CHANDLER. EVASIVE ACTION NOT REPORTED. UNKN IF LEO NOTIFIED. _x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1959M,,,3 SW CHANDLER,AT 500 FEET,,
1879,1879,2018-04-04 00:00:00,FLORIDA,KISSIMMEE,"PRELIM INFO FROM FAA OPS: KISSIMMEE, FL/UAS INCIDENT/1750E/ORLANDO TRACON ADVISED CESSNA C172 REPORTED A UAS WHILE SW BOUND AT 2,500 FEET 8 SW KISSIMMEE. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,SW BOUND,1750E,ORLANDO TRACON,,8 SW KISSIMMEE,"AT 2,500 FEET",,
1881,1881,2018-04-04 00:00:00,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1214E/ORLANDO ATCT ADVISED ROCKWELL INTL AC11, REPORTED A ROTOR CRAFT UAS PASS FROM EAST TO WEST FROM THE 12 O'CLOCK POSITION AT 2,000 FEET ON 3 MILE FINAL RUNWAY 36L ORLANDO. NO EVASIVE ACTION REPORTED. ORANGE COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1214E,ORLANDO ATCT,,,"AT 2,000 FEET",,
1882,1882,2018-04-04 00:00:00,ARIZONA,SCOTTSDALE,"PRELIM INFO FROM FAA OPS: SCOTTSDALE, AZ/UAS INCIDENT/1130M/UH60 REPORTED A UAS WHILE N BOUND AT 1,900 FEET .5 MILE NW SCOTTSDALE. NO EVASIVE ACTION REPORTED. UNKN IF LEO WAS NOTIFIED. _x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,N BOUND,1130M,,,,"AT 1,900 FEET",,
1883,1883,2018-04-03 00:00:00,NORTH DAKOTA,GRAND FORKS,"PRELIM INFO FROM FAA OPS: GRAND FORKS, ND/UAS INCIDENT/2115C/GRAND FORKS ATCT ADVISED SCHWEIZER H269 REPORTED A UAS AT SAME ACFT ALTITUDE OF 1,400 FEET 3 NNW GRAND FORKS. NO EVASIVE ACTION REPORTED. GRAND FORKS SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,2115C,GRAND FORKS ATCT,,3 NNW GRAND FORKS,,,
1884,1884,2018-04-03 00:00:00,HAWAII,HONOLULU,"PRELIM INFO FROM FAA OPS: HONOLULU, HI/UAS INCIDENT/1550L/CESSNA C208 INBOUND TO RWY 22L REPORTED A UAS 1,000 FEET BELOW ACFT ALTITUDE OF 2,000 FEET VCNTY PUNCHBOWL. NO EVASIVE ACTION REPORTED. LEO NOTIFIED._x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1550L,,,,,,
1886,1886,2018-04-03 00:00:00,FLORIDA,ST PETERSBURG-CLEARWATER,"PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS INCIDENT/1215E/ST PETERSBURG ATCT ADVISED PIPER P28A REPORTED A SHINY UAS AT SAME ALTITUDE WHILE NE BOUND AT 800 FEET CONDUCTING PATTERN WORK .5 S RUNWAY 18. NO EVASIVE ACTION REPORTED. PINELLAS COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,NE BOUND,1215E,ST PETERSBURG ATCT,,,AT 800 FEET,,
1887,1887,2018-04-02 00:00:00,VERMONT,BURLINGTON,"PRELIM INFO FROM FAA OPS: BURLINGTON, VT/UAS INCIDENT/1428E/PIPER P28B REPORTED A UAS 100 FEET BELOW THE ACFT VCNTY BURLINGTON. NO EVASIVE ACTION WAS TAKEN. LOCAL POLICE NOTIFIED. NO FURTHER INFORMATION PROVIDED. _x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1428E,,,,,,
1889,1889,2018-04-02 00:00:00,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/1850M/DENVER TRACON ADVISED B738 OBSERVED A UAS APPROXIMATELY 6-8 FEET IN DIAMETER PASS DIRECTLY BELOW ACFT AT UNKN ALTITUDE 6 S DENVER. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED. _x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1850M,DENVER TRACON,,6 S DENVER,,,
1894,1894,2018-04-01 00:00:00,GEORGIA,LOOKOUT MOUNTAIN,"PRELIM INFO FROM FAA OPS: LOOKOUT MOUNTAIN, GA/UAS INCIDENT/1700E/E-ROC ADVISED ROBINSON R44 REPORTED A UAS AT 600 FEET WITHIN 5 MILE RADIUS OF LOOKOUT MOUNTAIN. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED. _x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1700E,,,,AT 600 FEET,,
1900,1900,2018-04-01 00:00:00,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS INCIDENT/1900P/OAKLAND ATCT ADVISED PIPER PA24 OBSERVED A UAS FLYING NORTHBOUND OVER TERMINAL 2. NO EVASIVE ACTION TAKEN. LEO NOTIFIED. _x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,,1900P,OAKLAND ATCT,,,,,
1901,1901,2018-04-01 00:00:00,CALIFORNIA,TRONA,"PRELIM INFO FROM FAA OPS: TRONA, CA/UAS INCIDENT/1237P/SOCAL TRACON ADVISED CESSNA C172 REPORTED A WHITE QUADCOPTER UAS 1,500 FEET BELOW ACFT AT THE 6 O'CLOCK POSITION WHILE NE BOUND AT 4,200 FEET 14 N TRONA. NO EVASIVE ACTION TAKEN. RIVERSIDE COUNTY SHERIFF NOTIFIED._x000D_
_x000D_
",FY2018_Q3_UAS_Sightings.xlsx,,NE BOUND,1237P,SOCAL TRACON,,14 N TRONA,"AT 4,200 FEET",,
2158,2158,2016-03-29 15:15:00,Virginia,Virginia Beach,"PRELIM INFO FROM FAA OPS: VIRGINIA BEACH, VA/UAS INCIDENT/1515E/USN, F18, OBSERVED A UAS OPERATING BETWEEN 12,000 FEET - FL200 HEADING E IN WARNING AREA W72. NO EVASIVE ACTION REPORTED.

",UAS_Sightings_report_1Feb-31Mar16.xlsx,,,1515E,,,,,,
2171,2171,7/1/2021,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS INCIDENT/1754E/CHARLESTON ATCT ADVISED , CESSNA C172, REPORTED A BLACK UAS AT SAME ALTITUDE WHILE NNW BOUND AT 1,000 FEET 2 NNW CHARLESTON. NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NNW BOUND,1754E,CHARLESTON ATCT,,2 NNW CHARLESTON,"AT 1,000 FEET",,
2190,2190,7/3/2021,CALIFORNIA,PALO ALTO,"PRELIM INFO FROM FAA OPS: PALO ALTO, CA/UAS INCIDENT/1229P/PALO ALTO ATCT ADVISED , BEECH BE36, REPORTED A WHITE UAS WHILE NW BOUND AT 100 FEET 3 SE PALO ALTO. NO EVASIVE ACTION TAKEN. MOUNTAIN VIEW PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NW BOUND,1229P,PALO ALTO ATCT,,3 SE PALO ALTO,AT 100 FEET,,
2191,2191,7/3/2021,FLORIDA,PANAMA CITY,"PRELIM INFO FROM FAA OPS: PANAMA CITY, FL/UAS INCIDENT/1557C/NORTHWEST FLORIDA BEACHES ATCT ADVISED , CIRRUS SF50, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE SSE BOUND AT 2,000 FEET 6 NNW NORTHWEST FLORIDA BEACHES ARPT. NO EVASIVE ACTION TAKEN. BAY COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,SSE BOUND,1557C,NORTHWEST FLORIDA BEACHES ATCT,,6 NNW NORTHWEST FLORIDA BEACHES ARPT,"AT 2,000 FEET",,
2200,2200,7/4/2021,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS INCIDENT/1357E/CHARLESTON APCH ADVISED , CESSNA C172, REPORTED A WHITE/BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE NNW BOUND AT 3,500 FEET 21 WNW CHARLESTON. NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NNW BOUND,1357E,CHARLESTON APCH,,21 WNW CHARLESTON,"AT 3,500 FEET",,
2209,2209,7/5/2021,MASSACHUSETTS,SPRINGFIELD-CHICOPEE,"PRELIM INFO FROM FAA OPS: SPRINGFIELD-CHICOPEE, MA/UAS INCIDENT/1053E/YANKEE TRACON ADVISED , DIAMOND DA40, REPORTED A BLACK UAS FROM THE 6 O'CLOCK POSITION WHILE WSW BOUND AT 4,000 FEET 4 S SPRINGFIELD-CHICOPEE. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,WSW BOUND,1053E,YANKEE TRACON,,,"AT 4,000 FEET",,
2213,2213,7/5/2021,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1145P/BURBANK ATCT ADVISED , ROBINSON R44, REPORTED A WHITE UAS WHILE ESE BOUND AT 1,000 FEET 3 ESE VAN NUYS. NO EVASIVE ACTION TAKEN. LAPD AIR SUPPORT UNIT NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,ESE BOUND,1145P,BURBANK ATCT,,3 ESE VAN NUYS,"AT 1,000 FEET",,
2233,2233,7/8/2021,TEXAS,CORPUS CHRISTI,"PRELIM INFO FROM FAA OPS: CORPUS CHRISTI, TX/UAS INCIDENT/1136C/CORPUS CHRISTI APCH ADVISED , PILATUS PC12, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE SE AT 5,000 FEET 1 NW CORPUS CHRISTI. NO EVASIVE ACTION TAKEN. CORPUS CHRISTI PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,,1136C,CORPUS CHRISTI APCH,,1 NW CORPUS CHRISTI,"AT 5,000 FEET",,
2241,2241,7/8/2021,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1952P/SEATTLE ATCT ADVISED , PIPER PA32, REPORTED A BLACK UAS 500 FEET BELOW ACFT WHILE NW BOUND AT 1,000 FEET 1 NW SEATTLE. NO EVASIVE ACTION TAKEN. SEATTLE PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NW BOUND,1952P,SEATTLE ATCT,,1 NW SEATTLE,"AT 1,000 FEET",,
2274,2274,7/14/2021,ALABAMA,MOBILE,"PRELIM INFO FROM FAA OPS: MOBILE, AL/UAS INCIDENT/1438C/MOBILE APPROACH ADVISED , C130, REPORTED UAS AT THE 11 O'CLOCK POSITION AT 1,800 FEET 2 E MOBILE. EVASIVE ACTION WAS TAKEN. PIC REPORTED NMAC WITH UAS. MOBILE COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,,1438C,MOBILE APPROACH,,2 E MOBILE,"AT 1,800 FEET",,
2289,2289,7/17/2021,ARIZONA,PRESCOTT,"PRELIM INFO FROM FAA OPS: PRESCOTT, AZ/UAS INCIDENT/0955M/PRESCOTT ATCT ADVISED , CESSNA C172, REPORTED A WHITE UAS WHILE SSW BOUND AT 6,000 FEET 3 SW PRESCOTT. NO EVASIVE ACTION TAKEN. PRESCOTT PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,SSW BOUND,0955M,PRESCOTT ATCT,,3 SW PRESCOTT,"AT 6,000 FEET",,
2308,2308,7/18/2021,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS INCIDENT/1701E/GREENSBORO ATCT ADVISED , 2/V22, REPORTED UAS AT 8,000 FEET WHILE ESE BOUND 10 S GREENSBORO. NO EVASIVE ACTION TAKEN. HIGH POINT PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,ESE BOUND,1701E,GREENSBORO ATCT,,10 S GREENSBORO,"AT 8,000 FEET",,
2316,2316,7/20/2021,NEW MEXICO,ALBUQUERQUE,"PRELIM INFO FROM FAA OPS: ALBUQUERQUE, NM/UAS INCIDENT/1050M/ALBUQUERQUE TRACON ADVISED KIRKLAND AFB GROUND PERSONNEL OBSERVED A BLACK UAS OPERATING AT 100-200 FEET ABOVE CENTER LINE KIRKLAND. NO ACFT INVOLVED. BASE SECURITY FORCES WAS NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,,1050M,ALBUQUERQUE TRACON,,,,,
2327,2327,7/21/2021,CALIFORNIA,PETALUMA,"PRELIM INFO FROM FAA OPS: PETALUMA, CA/UAS INCIDENT/1832P/OAKLAND ARTCC ADVISED , CESSNA C172, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE NNW BOUND AT 4,500 FEET 2 NE PETALUMA. NO EVASIVE ACTION TAKEN. PETALUMA PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NNW BOUND,1832P,OAKLAND ARTCC,,2 NE PETALUMA,"AT 4,500 FEET",,
2329,2329,7/22/2021,ALASKA,FAIRBANKS,"PRELIM INFO FROM FAA OPS: FAIRBANKS, AK/UAS INCIDENT/1656L/FAIRBANKS ATCT ADVISED , CESSNA C185, REPORTED A UAS WHILE NNE BOUND AT 1,500 FEET 1 NW FAIRBANKS. NO EVASIVE ACTION TAKEN. FAIRBANKS ARPT PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NNE BOUND,1656L,FAIRBANKS ATCT,,1 NW FAIRBANKS,"AT 1,500 FEET",,
2333,2333,7/23/2021,VIRGINIA,KENBRIDGE,"CLOSE-OUT INFO FROM FAA OPS: KENBRIDGE, VA/UAS INCIDENT/LATE REPORT-7/23 1030E/WASHINGTON ARTCC ADVISED , BEECH BE30, ACFT OPERATED AS FAA FLIGHT CHECK 84 (FLC84).",FY2021_Q4_UAS_Sightings.xlsx,,,,WASHINGTON ARTCC,,,,,
2335,2335,7/23/2021,OHIO,MIDDLEFIELD,"PRELIM INFO FROM FAA OPS: MIDDLEFIELD, OH/UAS INCIDENT/1742E/CLE ATCT $  KODIAK 100, @ UAS CIRCLING OVER GEAUGA COUNTY AIRPORT WHILE AT 11,000 FEET, UAS WAS CIRCLING AT 8,000 FEET. NO EVASIVE ACTION @. FBI NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,,1742E,,,,,,
2344,2344,7/24/2021,CALIFORNIA,OXNARD,"PRELIM INFO FROM FAA OPS: OXNARD, CA/UAS INCIDENT/1535P/POINT MUGU NAVAL STATION ATCT ADVISED , PIPER P28A, REPORTED UAS UNDER ACFT WHILE W BOUND AT 6,500 FEET 21 NE OXNARD. NO EVASIVE ACTION TAKEN. VENTURA COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,W BOUND,1535P,POINT MUGU NAVAL STATION ATCT,,21 NE OXNARD,"AT 6,500 FEET",,
2352,2352,7/26/2021,INDIANA,GARY,"PRELIM INFO FROM FAA OPS: GARY, IN/UAS INCIDENT/1105C/GARY ATCT ADVISED , CESSNA C182, OBSERVED A UAS ON RIGHT SIDE AT 2,000 FEET 5 E GARY. NO EVASIVE ACTION TAKEN. LAKE COUNTY SHERIFF NOTIFIED VIA 911.",FY2021_Q4_UAS_Sightings.xlsx,,,1105C,GARY ATCT,,5 E GARY,"AT 2,000 FEET",,
2354,2354,7/26/2021,OREGON,AURORA,"PRELIM INFO FROM FAA OPS: AURORA, OR/UAS INCIDENT/1856P/AURORA ATCT ADVISED , CESSNA C172, REPORTED UAS 1,500 FEET BELOW ACFT WHILE S BOUND AT 4,500 FEET 12 S AURORA. NO EVASIVE ACTION TAKEN. MARION COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,S BOUND,1856P,AURORA ATCT,,12 S AURORA,"AT 4,500 FEET",,
2362,2362,7/28/2021,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS INCIDENT/1650E/CHARLESTON ATCT ADVISED , PILATUS PC12, REPORTED A WHITE UAS 500 FEET BELOW WHILE NNE BOUND AT 1,000 FEET 5 SSW CHARLESTON. NO EVASIVE ACTION TAKEN. CHARLESTON PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NNE BOUND,1650E,CHARLESTON ATCT,,5 SSW CHARLESTON,"AT 1,000 FEET",,
2382,2382,7/31/2021,OHIO,FOSTORIA,"CLOSE-OUT INFO FROM FAA OPS: FOSTORIA, OH/UAS INCIDENT/1702E/TOLEDO APCH ADVISED , PIPER P28A, SENECA COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,,1702E,TOLEDO APCH,,,,,
2387,2387,8/1/2021,CALIFORNIA,LOS ALAMITOS,"PRELIM INFO FROM FAA OPS: LOS ALAMITOS, CA/UAS INCIDENT/1005P/SOCAL TRACON ADVISED , RYAN NAVI, REPORTED UAS WHILE W BOUND AT 3,500 FEET 16 N LOS ALAMITOS. NO EVASIVE ACTION REPORTED. ONTARIO AIR UNIT NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,W BOUND,1005P,SOCAL TRACON,,16 N LOS ALAMITOS,"AT 3,500 FEET",,
2388,2388,8/1/2021,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/1410E/COLUMBUS ATCT ADVISED , CESSNA C172, REPORTED GREY QUAD COPTER UAS WHILE E BOUND AT 2,500 FEET 41 W COLUMBUS. OHIO HIGHWAY PATROL NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,E BOUND,1410E,COLUMBUS ATCT,,41 W COLUMBUS,"AT 2,500 FEET",,
2407,2407,8/3/2021,TEXAS,LUBBOCK,"PRELIM INFO FROM FAA OPS: LUBBOCK, TX/UAS INCIDENT/1042C/LUBBOCK ATCT ADVISED , PIPER P28A, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SE BOUND AT 4,400 FEET 12 SE LUBBOCK. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",FY2021_Q4_UAS_Sightings.xlsx,,SE BOUND,1042C,LUBBOCK ATCT,,12 SE LUBBOCK,"AT 4,400 FEET",,
2418,2418,8/5/2021,TEXAS,BROWNSVILLE,"PRELIM INFO FROM FAA OPS: BROWNSVILLE, TX/UAS INCIDENT/LATE REPORT - 1046C/BROWNSVILLE ATCT ADVISED , LEARJET LJ60, REPORTED A BLACK UAS AT 9 O'CLOCK POSITION 500 FEET ABOVE WHILE SE BOUND AT 2,000 FEET 7 NW BROWNSVILLE. NO EVASIVE ACTION TAKEN. BROWNSVILLE PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,SE BOUND,,BROWNSVILLE ATCT,,7 NW BROWNSVILLE,"AT 2,000 FEET",,
2435,2435,8/7/2021,ILLINOIS,WHEELING,"PRELIM INFO FROM FAA OPS: WHEELING, IL/UAS INCIDENT/1228C/CHICAGO EXECUTIVE ATCT ADVISED , CESSNA C152, REPORTED A UAS FROM THE LEFT SIDE WHILE S BOUND AT 1,300 FEET ON 2 MILE FINAL RUNWAY 16. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,S BOUND,1228C,CHICAGO EXECUTIVE ATCT,,,"AT 1,300 FEET",,
2438,2438,8/7/2021,NEW JERSEY,ATLANTIC CITY,"PRELIM INFO FROM FAA OPS: ATLANTIC CITY, NJ/UAS INCIDENT/1444E/[REPORTING FACILITY] ADVISED , CIRRUS SF50, REPORTED A YELLOW UAS WHILE S BOUND AT 12,000 FEET 12 S ATLANTIC CITY. NO EVASIVE ACTION REPORTED. NJ STATE PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,S BOUND,1444E,,,12 S ATLANTIC CITY,"AT 12,000 FEET",,
2439,2439,8/7/2021,GEORGIA,LAGRANGE,"PRELIM INFO FROM FAA OPS: LAGRANGE, GA/UAS INCIDENT/1619C/ATLANTA ARTCC ADVISED , CIRRUS SR22, REPORTED A QUAD-COPTER UAS HOVERING WHILE S BOUND AT 6,500 FEET 23 NW LAGRANGE. NO EVASIVE ACTION TAKEN. NO IMPACT TO OPERATIONS. TALLADEGA PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,S BOUND,1619C,ATLANTA ARTCC,,23 NW LAGRANGE,"AT 6,500 FEET",,
2450,2450,8/8/2021,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1407E/POTOMAC TRACON ADVISED , BEECH BE33, REPORTED QUAD COPTER UAS WHILE N BOUND AT 6,000 FEET 2 N BALTIMORE. NO EVASIVE ACTION REPORTED. ANNE ARUNDEL COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,N BOUND,1407E,POTOMAC TRACON,,2 N BALTIMORE,"AT 6,000 FEET",,
2452,2452,8/8/2021,TEXAS,WICHITA FALLS,"PRELIM INFO FROM FAA OPS: WICHITA FALLS, TX/UAS INCIDENT/1645C/FORT WORTH ARTCC ADVISED , CESSNA C340, REPORTED UAS WHILE E BOUND AT FL230 34 S WICHITA FALLS. NO EVASIVE ACTION TAKEN. JONES COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,E BOUND,1645C,FORT WORTH ARTCC,,34 S WICHITA FALLS,,,
2467,2467,8/11/2021,PENNSYLVANIA,YORK,"PRELIM INFO FROM FAA OPS: YORK, PA/UAS INCIDENT/LATE REPORT-0452E/HARRISBURG INTL ATCT RECEIVED A REPORT FROM PEACH BOTTOM NUCLEAR FACILITY OF A BLACK TRIANGULAR SHAPED UAS AT 300 FEET. NO IMPACT TO NAS REPORTED. NO LEO NOTIFICATION REPORTED.",FY2021_Q4_UAS_Sightings.xlsx,,,,,,,,,
2481,2481,8/14/2021,MARYLAND,BALTIMORE,"UPDATE INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1140E/POTOMAC TRACON ADVISED , PIPER P28A, MD STATE POLICE NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,,1140E,POTOMAC TRACON,,,,,
2492,2492,8/15/2021,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1000E/ORLANDO ATCT ADVISED , PIPER P28A, REPORTED A BLUE UAS 300 FEET FROM THE 10 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 8 W ORLANDO. NO EVASIVE ACTION NOT REPORTED. LOCAL SHERIFF OFFICE NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,E BOUND,1000E,ORLANDO ATCT,,8 W ORLANDO,"AT 1,500 FEET",,
2496,2496,8/15/2021,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1415E/POTOMAC TRACON ADVISED , CIRRUS SR22, OBSERVED A SILVER UAS WHILE SE BOUND AT 5,000 FEET 14 NE BAL. NO EVASIVE ACTION WAS TAKEN. BAL COUNTY PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,SE BOUND,1415E,POTOMAC TRACON,,14 NE BAL,"AT 5,000 FEET",,
2502,2502,8/15/2021,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/1905C/MINNEAPOLIS ARTCC ADVISED , CESSNA T210, REPORTED UAS 100 FEET BELOW WHILE N BOUND AT FL180 FEET 15 E GOPHER VOR. NO EVASIVE ACTION TAKEN. RAMSEY COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,N BOUND,1905C,MINNEAPOLIS ARTCC,,15 E GOPHER VOR,,,
2503,2503,8/15/2021,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/2005E/MCCOLLUM ATCT ADVISED , CESSNA C172, REPORTED UAS AT 2,000 FEET WHILE W BOUND 1.5 SE MCCOLLUM FIELD. NO EVASIVE ACTION TAKEN. COBB COUNTY SHERIFF NOTIFIED (NUMBER NOT PROVIDED).",FY2021_Q4_UAS_Sightings.xlsx,,W BOUND,2005E,MCCOLLUM ATCT,,,"AT 2,000 FEET",,
2510,2510,8/16/2021,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1604C/CHICAGO TRACON ADVISED , LEARJET LJ31, REPORTED A SMALL WHITE ROTORCRAFT UAS 100 FEET BELOW ACFT WHILE NW BOUND AT 4,000 FEET. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,NW BOUND,1604C,CHICAGO TRACON,,,,,
2529,2529,8/20/2021,NEW YORK,BUFFALO,"PRELIM INFO FROM FAA OPS: BUFFALO, NY/UAS INCIDENT/1255E/BUFFALO ATCT ADVISED , TECNAM P208, REPORTED A UAS FROM THE RIGHT SIDE WHILE SE BOUND AT 5,500 FEET 11 SW BUFFALO. NO EVASIVE ACTION TAKEN. ERIE COUNTY SHERIFF NOTIFIED ON FREQUENCY.",FY2021_Q4_UAS_Sightings.xlsx,,SE BOUND,1255E,BUFFALO ATCT,,11 SW BUFFALO,"AT 5,500 FEET",,
2540,2540,8/21/2021,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS INCIDENT/1808E/CHARLESTON ATCT ADVISED , HAWKER BEECH H25B, REPORTED A WHITE UAS AT THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 5,000 FEET 2 NNW CHARLESTON. NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY SHERIFF NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,SSE BOUND,1808E,CHARLESTON ATCT,,2 NNW CHARLESTON,"AT 5,000 FEET",,
2542,2542,8/21/2021,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1800C/NASHVILLE ATCT ADVISED , H60, REPORTED A BLACK UAS FROM THE 2 O'CLOCK POSITION WHILE E BOUND AT 1,400 FEET 2 W NASHVILLE. NO EVASIVE ACTION TAKEN. NASHVILLE DPS NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,E BOUND,1800C,NASHVILLE ATCT,,2 W NASHVILLE,"AT 1,400 FEET",,
2550,2550,8/22/2021,PENNSYLVANIA,PITTSBURGH,"PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS INCIDENT/1940E/PITTSBURGH ATCT ADVISED , EXPERIMENTAL STEEN BOLT, REPORTED A GREY UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 2,700 FEET 12 ENE PITTSBURGH. NO EVASIVE ACTION TAKEN. NORTH VERSAILLES PD NOTIFIED.",FY2021_Q4_UAS_Sightings.xlsx,,N BOUND,1940E,PITTSBURGH ATCT,,12 ENE PITTSBURGH,"AT 2,700 FEET",,
