,cols
1999,Column1995
2000,Column1996
2001,Column1997
2002,Column1998
2003,Column1999
2004,Column2000
2005,Column2001
2006,Column2002
2007,Column2003
2008,Column2004
2009,Column2005
2010,Column2006
2011,Column2007
2012,Column2008
2013,Column2009
2014,Column2010
2015,Column2011
2016,Column2012
2017,Column2013
2018,Column2014
2019,Column2015
2020,Column2016
2021,Column2017
2022,Column2018
2023,Column2019
2024,Column2020
2025,Column2021
2026,Column2022
2027,Column2023
2028,Column2024
2029,Column2025
2030,Column2026
2031,Column2027
2032,Column2028
2033,Column2029
2034,Column2030
2035,Column2031
2036,Column2032
2037,Column2033
2038,Column2034
2039,Column2035
2040,Column2036
2041,Column2037
2042,Column2038
2043,Column2039
2044,Column2040
2045,Column2041
2046,Column2042
2047,Column2043
2048,Column2044
2049,Column2045
2050,Column2046
2051,Column2047
2052,Column2048
2053,Column2049
2054,Column2050
2055,Column2051
2056,Column2052
2057,Column2053
2058,Column2054
2059,Column2055
2060,Column2056
2061,Column2057
2062,Column2058
2063,Column2059
2064,Column2060
2065,Column2061
2066,Column2062
2067,Column2063
2068,Column2064
2069,Column2065
2070,Column2066
2071,Column2067
2072,Column2068
2073,Column2069
2074,Column2070
2075,Column2071
2076,Column2072
2077,Column2073
2078,Column2074
2079,Column2075
2080,Column2076
2081,Column2077
2082,Column2078
2083,Column2079
2084,Column2080
2085,Column2081
2086,Column2082
2087,Column2083
2088,Column2084
2089,Column2085
2090,Column2086
2091,Column2087
2092,Column2088
2093,Column2089
2094,Column2090
2095,Column2091
2096,Column2092
2097,Column2093
2098,Column2094
2099,Column2095
2100,Column2096
2101,Column2097
2102,Column2098
2103,Column2099
2104,Column2100
2105,Column2101
2106,Column2102
2107,Column2103
2108,Column2104
2109,Column2105
2110,Column2106
2111,Column2107
2112,Column2108
2113,Column2109
2114,Column2110
2115,Column2111
2116,Column2112
2117,Column2113
2118,Column2114
2119,Column2115
2120,Column2116
2121,Column2117
2122,Column2118
2123,Column2119
2124,Column2120
2125,Column2121
2126,Column2122
2127,Column2123
2128,Column2124
2129,Column2125
2130,Column2126
2131,Column2127
2132,Column2128
2133,Column2129
2134,Column2130
2135,Column2131
2136,Column2132
2137,Column2133
2138,Column2134
2139,Column2135
2140,Column2136
2141,Column2137
2142,Column2138
2143,Column2139
2144,Column2140
2145,Column2141
2146,Column2142
2147,Column2143
2148,Column2144
2149,Column2145
2150,Column2146
2151,Column2147
2152,Column2148
2153,Column2149
2154,Column2150
2155,Column2151
2156,Column2152
2157,Column2153
2158,Column2154
2159,Column2155
2160,Column2156
2161,Column2157
2162,Column2158
2163,Column2159
2164,Column2160
2165,Column2161
2166,Column2162
2167,Column2163
2168,Column2164
2169,Column2165
2170,Column2166
2171,Column2167
2172,Column2168
2173,Column2169
2174,Column2170
2175,Column2171
2176,Column2172
2177,Column2173
2178,Column2174
2179,Column2175
2180,Column2176
2181,Column2177
2182,Column2178
2183,Column2179
2184,Column2180
2185,Column2181
2186,Column2182
2187,Column2183
2188,Column2184
2189,Column2185
2190,Column2186
2191,Column2187
2192,Column2188
2193,Column2189
2194,Column2190
2195,Column2191
2196,Column2192
2197,Column2193
2198,Column2194
2199,Column2195
2200,Column2196
2201,Column2197
2202,Column2198
2203,Column2199
2204,Column2200
2205,Column2201
2206,Column2202
2207,Column2203
2208,Column2204
2209,Column2205
2210,Column2206
2211,Column2207
2212,Column2208
2213,Column2209
2214,Column2210
2215,Column2211
2216,Column2212
2217,Column2213
2218,Column2214
2219,Column2215
2220,Column2216
2221,Column2217
2222,Column2218
2223,Column2219
2224,Column2220
2225,Column2221
2226,Column2222
2227,Column2223
2228,Column2224
2229,Column2225
2230,Column2226
2231,Column2227
2232,Column2228
2233,Column2229
2234,Column2230
2235,Column2231
2236,Column2232
2237,Column2233
2238,Column2234
2239,Column2235
2240,Column2236
2241,Column2237
2242,Column2238
2243,Column2239
2244,Column2240
2245,Column2241
2246,Column2242
2247,Column2243
2248,Column2244
2249,Column2245
2250,Column2246
2251,Column2247
2252,Column2248
2253,Column2249
2254,Column2250
2255,Column2251
2256,Column2252
2257,Column2253
2258,Column2254
2259,Column2255
2260,Column2256
2261,Column2257
2262,Column2258
2263,Column2259
2264,Column2260
2265,Column2261
2266,Column2262
2267,Column2263
2268,Column2264
2269,Column2265
2270,Column2266
2271,Column2267
2272,Column2268
2273,Column2269
2274,Column2270
2275,Column2271
2276,Column2272
2277,Column2273
2278,Column2274
2279,Column2275
2280,Column2276
2281,Column2277
2282,Column2278
2283,Column2279
2284,Column2280
2285,Column2281
2286,Column2282
2287,Column2283
2288,Column2284
2289,Column2285
2290,Column2286
2291,Column2287
2292,Column2288
2293,Column2289
2294,Column2290
2295,Column2291
2296,Column2292
2297,Column2293
2298,Column2294
2299,Column2295
2300,Column2296
2301,Column2297
2302,Column2298
2303,Column2299
2304,Column2300
2305,Column2301
2306,Column2302
2307,Column2303
2308,Column2304
2309,Column2305
2310,Column2306
2311,Column2307
2312,Column2308
2313,Column2309
2314,Column2310
2315,Column2311
2316,Column2312
2317,Column2313
2318,Column2314
2319,Column2315
2320,Column2316
2321,Column2317
2322,Column2318
2323,Column2319
2324,Column2320
2325,Column2321
2326,Column2322
2327,Column2323
2328,Column2324
2329,Column2325
2330,Column2326
2331,Column2327
2332,Column2328
2333,Column2329
2334,Column2330
2335,Column2331
2336,Column2332
2337,Column2333
2338,Column2334
2339,Column2335
2340,Column2336
2341,Column2337
2342,Column2338
2343,Column2339
2344,Column2340
2345,Column2341
2346,Column2342
2347,Column2343
2348,Column2344
2349,Column2345
2350,Column2346
2351,Column2347
2352,Column2348
2353,Column2349
2354,Column2350
2355,Column2351
2356,Column2352
2357,Column2353
2358,Column2354
2359,Column2355
2360,Column2356
2361,Column2357
2362,Column2358
2363,Column2359
2364,Column2360
2365,Column2361
2366,Column2362
2367,Column2363
2368,Column2364
2369,Column2365
2370,Column2366
2371,Column2367
2372,Column2368
2373,Column2369
2374,Column2370
2375,Column2371
2376,Column2372
2377,Column2373
2378,Column2374
2379,Column2375
2380,Column2376
2381,Column2377
2382,Column2378
2383,Column2379
2384,Column2380
2385,Column2381
2386,Column2382
2387,Column2383
2388,Column2384
2389,Column2385
2390,Column2386
2391,Column2387
2392,Column2388
2393,Column2389
2394,Column2390
2395,Column2391
2396,Column2392
2397,Column2393
2398,Column2394
2399,Column2395
2400,Column2396
2401,Column2397
2402,Column2398
2403,Column2399
2404,Column2400
2405,Column2401
2406,Column2402
2407,Column2403
2408,Column2404
2409,Column2405
2410,Column2406
2411,Column2407
2412,Column2408
2413,Column2409
2414,Column2410
2415,Column2411
2416,Column2412
2417,Column2413
2418,Column2414
2419,Column2415
2420,Column2416
2421,Column2417
2422,Column2418
2423,Column2419
2424,Column2420
2425,Column2421
2426,Column2422
2427,Column2423
2428,Column2424
2429,Column2425
2430,Column2426
2431,Column2427
2432,Column2428
2433,Column2429
2434,Column2430
2435,Column2431
2436,Column2432
2437,Column2433
2438,Column2434
2439,Column2435
2440,Column2436
2441,Column2437
2442,Column2438
2443,Column2439
2444,Column2440
2445,Column2441
2446,Column2442
2447,Column2443
2448,Column2444
2449,Column2445
2450,Column2446
2451,Column2447
2452,Column2448
2453,Column2449
2454,Column2450
2455,Column2451
2456,Column2452
2457,Column2453
2458,Column2454
2459,Column2455
2460,Column2456
2461,Column2457
2462,Column2458
2463,Column2459
2464,Column2460
2465,Column2461
2466,Column2462
2467,Column2463
2468,Column2464
2469,Column2465
2470,Column2466
2471,Column2467
2472,Column2468
2473,Column2469
2474,Column2470
2475,Column2471
2476,Column2472
2477,Column2473
2478,Column2474
2479,Column2475
2480,Column2476
2481,Column2477
2482,Column2478
2483,Column2479
2484,Column2480
2485,Column2481
2486,Column2482
2487,Column2483
2488,Column2484
2489,Column2485
2490,Column2486
2491,Column2487
2492,Column2488
2493,Column2489
2494,Column2490
2495,Column2491
2496,Column2492
2497,Column2493
2498,Column2494
2499,Column2495
2500,Column2496
2501,Column2497
2502,Column2498
2503,Column2499
2504,Column2500
2505,Column2501
2506,Column2502
2507,Column2503
2508,Column2504
2509,Column2505
2510,Column2506
2511,Column2507
2512,Column2508
2513,Column2509
2514,Column2510
2515,Column2511
2516,Column2512
2517,Column2513
2518,Column2514
2519,Column2515
2520,Column2516
2521,Column2517
2522,Column2518
2523,Column2519
2524,Column2520
2525,Column2521
2526,Column2522
2527,Column2523
2528,Column2524
2529,Column2525
2530,Column2526
2531,Column2527
2532,Column2528
2533,Column2529
2534,Column2530
2535,Column2531
2536,Column2532
2537,Column2533
2538,Column2534
2539,Column2535
2540,Column2536
2541,Column2537
2542,Column2538
2543,Column2539
2544,Column2540
2545,Column2541
2546,Column2542
2547,Column2543
2548,Column2544
2549,Column2545
2550,Column2546
2551,Column2547
2552,Column2548
2553,Column2549
2554,Column2550
2555,Column2551
2556,Column2552
2557,Column2553
2558,Column2554
2559,Column2555
2560,Column2556
2561,Column2557
2562,Column2558
2563,Column2559
2564,Column2560
2565,Column2561
2566,Column2562
2567,Column2563
2568,Column2564
2569,Column2565
2570,Column2566
2571,Column2567
2572,Column2568
2573,Column2569
2574,Column2570
2575,Column2571
2576,Column2572
2577,Column2573
2578,Column2574
2579,Column2575
2580,Column2576
2581,Column2577
2582,Column2578
2583,Column2579
2584,Column2580
2585,Column2581
2586,Column2582
2587,Column2583
2588,Column2584
2589,Column2585
2590,Column2586
2591,Column2587
2592,Column2588
2593,Column2589
2594,Column2590
2595,Column2591
2596,Column2592
2597,Column2593
2598,Column2594
2599,Column2595
2600,Column2596
2601,Column2597
2602,Column2598
2603,Column2599
2604,Column2600
2605,Column2601
2606,Column2602
2607,Column2603
2608,Column2604
2609,Column2605
2610,Column2606
2611,Column2607
2612,Column2608
2613,Column2609
2614,Column2610
2615,Column2611
2616,Column2612
2617,Column2613
2618,Column2614
2619,Column2615
2620,Column2616
2621,Column2617
2622,Column2618
2623,Column2619
2624,Column2620
2625,Column2621
2626,Column2622
2627,Column2623
2628,Column2624
2629,Column2625
2630,Column2626
2631,Column2627
2632,Column2628
2633,Column2629
2634,Column2630
2635,Column2631
2636,Column2632
2637,Column2633
2638,Column2634
2639,Column2635
2640,Column2636
2641,Column2637
2642,Column2638
2643,Column2639
2644,Column2640
2645,Column2641
2646,Column2642
2647,Column2643
2648,Column2644
2649,Column2645
2650,Column2646
2651,Column2647
2652,Column2648
2653,Column2649
2654,Column2650
2655,Column2651
2656,Column2652
2657,Column2653
2658,Column2654
2659,Column2655
2660,Column2656
2661,Column2657
2662,Column2658
2663,Column2659
2664,Column2660
2665,Column2661
2666,Column2662
2667,Column2663
2668,Column2664
2669,Column2665
2670,Column2666
2671,Column2667
2672,Column2668
2673,Column2669
2674,Column2670
2675,Column2671
2676,Column2672
2677,Column2673
2678,Column2674
2679,Column2675
2680,Column2676
2681,Column2677
2682,Column2678
2683,Column2679
2684,Column2680
2685,Column2681
2686,Column2682
2687,Column2683
2688,Column2684
2689,Column2685
2690,Column2686
2691,Column2687
2692,Column2688
2693,Column2689
2694,Column2690
2695,Column2691
2696,Column2692
2697,Column2693
2698,Column2694
2699,Column2695
2700,Column2696
2701,Column2697
2702,Column2698
2703,Column2699
2704,Column2700
2705,Column2701
2706,Column2702
2707,Column2703
2708,Column2704
2709,Column2705
2710,Column2706
2711,Column2707
2712,Column2708
2713,Column2709
2714,Column2710
2715,Column2711
2716,Column2712
2717,Column2713
2718,Column2714
2719,Column2715
2720,Column2716
2721,Column2717
2722,Column2718
2723,Column2719
2724,Column2720
2725,Column2721
2726,Column2722
2727,Column2723
2728,Column2724
2729,Column2725
2730,Column2726
2731,Column2727
2732,Column2728
2733,Column2729
2734,Column2730
2735,Column2731
2736,Column2732
2737,Column2733
2738,Column2734
2739,Column2735
2740,Column2736
2741,Column2737
2742,Column2738
2743,Column2739
2744,Column2740
2745,Column2741
2746,Column2742
2747,Column2743
2748,Column2744
2749,Column2745
2750,Column2746
2751,Column2747
2752,Column2748
2753,Column2749
2754,Column2750
2755,Column2751
2756,Column2752
2757,Column2753
2758,Column2754
2759,Column2755
2760,Column2756
2761,Column2757
2762,Column2758
2763,Column2759
2764,Column2760
2765,Column2761
2766,Column2762
2767,Column2763
2768,Column2764
2769,Column2765
2770,Column2766
2771,Column2767
2772,Column2768
2773,Column2769
2774,Column2770
2775,Column2771
2776,Column2772
2777,Column2773
2778,Column2774
2779,Column2775
2780,Column2776
2781,Column2777
2782,Column2778
2783,Column2779
2784,Column2780
2785,Column2781
2786,Column2782
2787,Column2783
2788,Column2784
2789,Column2785
2790,Column2786
2791,Column2787
2792,Column2788
2793,Column2789
2794,Column2790
2795,Column2791
2796,Column2792
2797,Column2793
2798,Column2794
2799,Column2795
2800,Column2796
2801,Column2797
2802,Column2798
2803,Column2799
2804,Column2800
2805,Column2801
2806,Column2802
2807,Column2803
2808,Column2804
2809,Column2805
2810,Column2806
2811,Column2807
2812,Column2808
2813,Column2809
2814,Column2810
2815,Column2811
2816,Column2812
2817,Column2813
2818,Column2814
2819,Column2815
2820,Column2816
2821,Column2817
2822,Column2818
2823,Column2819
2824,Column2820
2825,Column2821
2826,Column2822
2827,Column2823
2828,Column2824
2829,Column2825
2830,Column2826
2831,Column2827
2832,Column2828
2833,Column2829
2834,Column2830
2835,Column2831
2836,Column2832
2837,Column2833
2838,Column2834
2839,Column2835
2840,Column2836
2841,Column2837
2842,Column2838
2843,Column2839
2844,Column2840
2845,Column2841
2846,Column2842
2847,Column2843
2848,Column2844
2849,Column2845
2850,Column2846
2851,Column2847
2852,Column2848
2853,Column2849
2854,Column2850
2855,Column2851
2856,Column2852
2857,Column2853
2858,Column2854
2859,Column2855
2860,Column2856
2861,Column2857
2862,Column2858
2863,Column2859
2864,Column2860
2865,Column2861
2866,Column2862
2867,Column2863
2868,Column2864
2869,Column2865
2870,Column2866
2871,Column2867
2872,Column2868
2873,Column2869
2874,Column2870
2875,Column2871
2876,Column2872
2877,Column2873
2878,Column2874
2879,Column2875
2880,Column2876
2881,Column2877
2882,Column2878
2883,Column2879
2884,Column2880
2885,Column2881
2886,Column2882
2887,Column2883
2888,Column2884
2889,Column2885
2890,Column2886
2891,Column2887
2892,Column2888
2893,Column2889
2894,Column2890
2895,Column2891
2896,Column2892
2897,Column2893
2898,Column2894
2899,Column2895
2900,Column2896
2901,Column2897
2902,Column2898
2903,Column2899
2904,Column2900
2905,Column2901
2906,Column2902
2907,Column2903
2908,Column2904
2909,Column2905
2910,Column2906
2911,Column2907
2912,Column2908
2913,Column2909
2914,Column2910
2915,Column2911
2916,Column2912
2917,Column2913
2918,Column2914
2919,Column2915
2920,Column2916
2921,Column2917
2922,Column2918
2923,Column2919
2924,Column2920
2925,Column2921
2926,Column2922
2927,Column2923
2928,Column2924
2929,Column2925
2930,Column2926
2931,Column2927
2932,Column2928
2933,Column2929
2934,Column2930
2935,Column2931
2936,Column2932
2937,Column2933
2938,Column2934
2939,Column2935
2940,Column2936
2941,Column2937
2942,Column2938
2943,Column2939
2944,Column2940
2945,Column2941
2946,Column2942
2947,Column2943
2948,Column2944
2949,Column2945
2950,Column2946
2951,Column2947
