,Date,State,City,Summary,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
212,2024-03-03,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1330E/NEW YORK TRACON ADVISED, E190, CHS - JFK, REPORTED A UAS WHILE NW BOUND AT 2,000 FEET 19 S JFK. NO EVASIVE ACTION TAKEN. NEW YORK PD NOTIFIED.",CHS,NW BOUND,1330E,NEW YORK TRACON,CHS - JFK,19 S JFK,"AT 2,000 FEET",32.8986388888889,-80.0405277777778
213,2024-03-03,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1332E/CHARLESTON ATCT ADVISED, CESSNA C25B, GOVERNORS HARBOUR, BAHAMAS (MYEM) - CHS, REPORTED A RED AND BLACK UAS FROM THE 5 O'CLOCK POSITION WHILE NE BOUND AT 1,000 FEET 4 SSW CHS. NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY PD NOTIFIED.",AND,NE BOUND,1332E,CHARLESTON ATCT,"GOVERNORS HARBOUR, BAHAMAS (MYEM) - CHS",4 SSW CHS,"AT 1,000 FEET",34.4945866666667,-82.7093813888889
214,2024-03-03,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1533E/PEACHTREE-DEKALB TOWER ADVISED, SOCATA TBM7, REPORTED A ORANGE UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 2,000 FEET 2.5 MILES N PDK. NO EVASIVE ACTION TAKEN. CHAMBLEE PD NOTIFIED.",PDK,NE BOUND,1533E,,,,"AT 2,000 FEET",33.8760019444444,-84.3020305555555
215,2024-03-03,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/1447C/DALLAS-FT WORTH TRACON ADVISED, B738, TUL - DFW, REPORTED A BLACK AND WHITE UAS WHILE SE BOUND AT 4,000 FEET 6 MILES SE MAVERICK VOR. NO EVASIVE ACTION TAKEN. DALLAS-FT WORTH DPS NOTIFIED.",TUL,SE BOUND,1447C,,TUL - DFW,,"AT 4,000 FEET",36.1983933333333,-95.8881052777778
216,2024-03-05,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/LATE REPORT-1546C/ADDISON TOWER ADVISED, DIAMOND DA62, EDC - ADS, REPORTED AT UAS 1,000 FEET BELOW WHILE NNW BOUND AT 1,400 FEET 2 S ADS. NO EVASIVE ACTION REPORTED. LEOS NOTIFIED.",ADS,NNW BOUND,,ADDISON TOWER,EDC - ADS,2 S ADS,"AT 1,400 FEET",32.9685555555556,-96.8364444444444
217,2024-03-05,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/2100P/LAS VEGAS ATCT ADVISED, B737, CALGARY, CANADA (CYYC) - LAS, REPORTED A UAS AT 100 FEET WHILE W BOUND AT 100 FEET .5 E LAS. NO EVASIVE ACTION TAKEN. LAS VEGAS ARPT PD NOTIFIED.",LAS,W BOUND,2100P,LAS VEGAS ATCT,"CALGARY, CANADA (CYYC) - LAS",,AT 100 FEET,36.0800438888889,-115.152234722222
218,2024-03-07,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS SIGHTING/1537P/NORTH VEGAS ATCT ADVISED, PIPER P28A, UNKN - VGT, REPORTED WHITE UAS 50 FEET ABOVE ACFT FROM THE 6 O'CLOCK POSITION WHILE SE BOUND AT 2,500 FEET 7 NW LAS. NO EVASIVE ACTION REPORTED. NO LAW ENFORCEMENT NOTIFICATION REPORTED.",LAS,SE BOUND,1537P,NORTH VEGAS ATCT,UNKN - VGT,7 NW LAS,"AT 2,500 FEET",36.0800438888889,-115.152234722222
219,2024-03-07,WASHINGTON,EVERETT,"PRELIM INFO FROM FAA OPS: EVERETT, WA/UAS SIGHTING/1625P/PAINE ATCT ADVISED, HELO, REPORTED A UAS WHILE N BOUND AT 1,300 FEET 5 SE PAE. NO EVASIVE ACTION TAKEN. SNOHOMISH COUNTY NOTIFIED.",PAE,N BOUND,1625P,PAINE ATCT,,5 SE PAE,"AT 1,300 FEET",47.9073180555556,-122.282093888889
220,2024-03-08,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1550E/ORLANDO ATCT ADVISED, A339, AMSTERDAM, NETHERLANDS (EHAM) - MCO, REPORTED A WHITE UAS OFF LEFT SIDE WHILE S BOUND AT 1,000 FEET 3 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",MCO,S BOUND,1550E,ORLANDO ATCT,"AMSTERDAM, NETHERLANDS (EHAM) - MCO",3 N MCO,"AT 1,000 FEET",28.4293888888889,-81.309
221,2024-03-08,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1625E/ORLANDO ATCT ADVISED, B738, SAN JUAN, PUERTO RICO (TJSJ) - MCO, REPORTED A BLACK UAS OFF LEFT SIDE WHILE S BOUND AT 800 FEET 1 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF NOTIFIED.",MCO,S BOUND,1625E,ORLANDO ATCT,"SAN JUAN, PUERTO RICO (TJSJ) - MCO",1 N MCO,AT 800 FEET,28.4293888888889,-81.309
222,2024-03-08,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1805M/PHOENIX TRACON ADVISED, B737, PHX - ONT, REPORTED A WHITE UAS WHILE WSW BOUND AT 3,000 FEET 2 WSW PXR. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",ONT,WSW BOUND,1805M,PHOENIX TRACON,PHX - ONT,2 WSW PXR,"AT 3,000 FEET",34.0560141666667,-117.6011875
223,2024-03-08,CALIFORNIA,SANTA ROSA,"PRELIM INFO FROM FAA OPS: SANTA ROSA, CA/UAS SIGHTING/1719P/SANTA ROSA ATCT ADVISED, CESSNA C185, TRK - STS, REPORTED RED AND BLACK UAS AT SAME ALTITUDE WHILE NE BOUND AT 900 FEET 1 NNE STS. NO EVASIVE ACTION TAKEN. SANTA ROSA SHERIFF NOTIFIED.",RED,NE BOUND,1719P,SANTA ROSA ATCT,TRK - STS,1 NNE STS,AT 900 FEET,45.1848333333333,-109.257709722222
224,2024-03-08,FLORIDA,PALM COAST,"PRELIM INFO FROM FAA OPS: PALM COAST, FL/UAS SIGHTING/2153E/DAYTONA BEACH ATCT ADVISED, CESSNA C172, SGJ - EVB, REPORTED A UAS WHILE SE BOUND AT 4,000 FEET 2 E FIN. NO EVASIVE ACTION TAKEN. FLAGLER COUNTY SHERIFF NOTIFIED.",FIN,SE BOUND,2153E,DAYTONA BEACH ATCT,SGJ - EVB,2 E FIN,"AT 4,000 FEET",29.4651511111111,-81.2076483333333
225,2024-03-09,ALABAMA,BIRMINGHAM,"PRELIM INFO FROM FAA OPS: BIRMINGHAM, AL/UAS SIGHTING/1205C/BIRMINGHAM ATCT ADVISED, CIRRUS SR22, [DEPARTURE] - [ARRIVAL], REPORTED A RED AND WHITE UAS WHILE ON APPROACH TO RUNWAY 24 AT 2,200 FEET VCNTY BIRMINGHAM. PIC HAD TO ALTER COURSE TO CONTINUED AND LAND RUNWAY 24. NO LEO NOTIFICATION MADE. LEAP WAS NOTIFIED.",RED,,1205C,BIRMINGHAM ATCT,,,"AT 2,200 FEET",45.1848333333333,-109.257709722222
226,2024-03-09,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1515E/MIAMI ARTCC ADVISED, BOMBARDIER CL60, TORONTO, CANADA (CYYZ) - OPF, REPORTED A BLACK AND SILVER UAS WHILE SSW BOUND AT 10,000 FEET 15 NNE PBI. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",AND,SSW BOUND,1515E,MIAMI ARTCC,"TORONTO, CANADA (CYYZ) - OPF",15 NNE PBI,"AT 10,000 FEET",34.4945866666667,-82.7093813888889
227,2024-03-09,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/2235P/VA NUYS ATCT ADVISED, CIRRUS SR22, F70 - VNY, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 1,800 FEET 1 E VNY. PIC MADE TURNS TO AVOID UAS. LEO NOTIFICATION NOT REPORTED.",VNY,W BOUND,2235P,VA NUYS ATCT,,1 E VNY,"AT 1,800 FEET",34.2098055555556,-118.489972222222
228,2024-03-10,FLORIDA,PENSACOLA,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS SIGHTING/1055C/PENSACOLA TRACON ADVISED, PIPER P28A, PNS - PNS, REPORTED A UAS FROM THE 5 O'CLOCK POSITION WHILE S BOUND AT 1,700 FEET 2 SE SAUFLEY VOR. NO EVASIVE ACTION TAKEN. ESCAMBIA COUNTY SHERIFF NOTIFIED.",PNS,S BOUND,1055C,PENSACOLA TRACON,PNS - PNS,2 SE SAUFLEY VOR,"AT 1,700 FEET",30.4734166666667,-87.1866111111111
229,2024-03-10,MASSACHUSETTS,WORCESTER,"PRELIM INFO FROM FAA OPS: WORCESTER, MA/UAS SIGHTING/1450E/YANKEE TRACON ADVISED, PILATUS PC12, BOS - BDR, REPORTED A UAS 500 FEET BELOW ACFT FROM THE 10 O'CLOCK POSITION WHILE W BOUND AT 6,000 FEET 15 S ORH. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",BOS,W BOUND,1450E,YANKEE TRACON,BOS - BDR,15 S ORH,"AT 6,000 FEET",42.3629444444444,-71.0063888888889
230,2024-03-10,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1600E/ATLANTA TRACON ADVISED, B752, REPORTED A SILVER UAS WHILE W BOUND AT 3,000 FEET 18 E ATLANTA. CLAYTON COUNTY SHERIFF NOTIFIED.",ATL,W BOUND,1600E,ATLANTA TRACON,,18 E ATLANTA,"AT 3,000 FEET",33-38-12.1186N 084-25-40.3104W,W33-38.201977N 084-25.671840
231,2024-03-10,NEBRASKA,OMAHA,"PRELIM INFO FROM FAA OPS: OMAHA, NE/UAS SIGHTING/1525C/OMAHA TRACON ADVISED, CESSNA C172, MLE - MLE, REPORTED A WHITE UAS FROM THE 6 O'CLOCK POSITION WHILE NW BOUND AT 3,000 FEET4 W OMA. NO EVASIVE ACTION REPORTED. OMAHA PD NOTIFIED.",OMA,NW BOUND,1525C,OMAHA TRACON,MLE - MLE,,,41.3031666666667,-95.8940555555556
232,2024-03-10,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1627P/TORRANCE ATCT ADVISED, CESSNA C172, OBSERVED A UAS WHILE WEST-NORTHWEST BOUND AT 1,500 FEET, 14 SE LAX. ACFT MADE A SLIGHT DEVIATION TO AVOID UAS. NO LEO NOTIFICATION PROVIDED.",LAX,,1627P,TORRANCE ATCT,,14 SE LAX,,33.9424963888889,-118.408048611111
233,2024-03-10,TEXAS,NEW BRAUNFELS,"PRELIM INFO FROM FAA OPS: NEW BRAUNFELS, TX/UAS SIGHTING/1843C/NEW BRAUNFELS MUNICIPAL FCT ADVISED, CESSNA C172, BAZ - BAZ, REPORTED A BLACK UAS WHILE SE BOUND AT 500 FEET 1 N BAZ. NO EVASIVE ACTION TAKEN. NEW BRAUNFELS PD NOTIFIED.",BAZ,SE BOUND,1843C,NEW BRAUNFELS MUNICIPAL FCT,BAZ - BAZ,1 N BAZ,AT 500 FEET,29.70575,-98.0432222222222
234,2024-03-10,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS SIGHTING/1902C/NASHVILLE ATCT ADVISED, HELO, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 1,500 FEET 5 WNW BNA. NO EVASIVE ACTION TAKEN. UAS LANDED AT DRURY INN DOWNTOWN HOTEL. NASHVILLE PD NOTIFIED.",BNA,W BOUND,1902C,NASHVILLE ATCT,,5 WNW BNA,"AT 1,500 FEET",36.124475,-86.6781805555556
235,2024-03-11,ARKANSAS,FAYETTEVILLE-SPRINGDALE-ROGERS,"PRELIM INFO FROM FAA OPS: FAYETTEVILLE-SPRINGDALE-ROGERS, AR/UAS SIGHTING/0912C/FORT SMITH ATCT ADVISED, CIRRUS SR20, RVS - ROG, REPORTED A UAS BELOW THE ACFT FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 3,400 FEET 5 WNW XNA. NO EVASIVE ACTIONS REPORTED. MCDONALD COUNTY SHERIFF NOTIFIED.",ROG,E BOUND,0912C,FORT SMITH ATCT,RVS - ROG,5 WNW XNA,"AT 3,400 FEET",36.3724166666667,-94.1069722222222
236,2024-03-12,CALIFORNIA,OAKLAND,"PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS SIGHTING/0459P/OAKLAND ATCT ADVISED, B763, RFD - OAK, REPORTED UAS BELOW ACFT WHILE ESE BOUND AT 500 FEET 1 WNW OAK. NO EVASIVE ACTION REPORTED. ALAMEDA COUNTY SHERIFF NOTIFIED.",OAK,ESE BOUND,0459P,OAKLAND ATCT,RFD - OAK,1 WNW OAK,AT 500 FEET,37.7212613888889,-122.221150555556
237,2024-03-12,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS SIGHTING/1618E/JACKSONVILLE ATCT ADVISED, P8, REPORTED 3 UAS (1 WHITE, 2 GRAY) FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 2,000 FEET 7 E JAX. NO EVASIVE ACTION REPORTED. DUVAL COUNTY SHERIFF NOTIFIED.",JAX,W BOUND,1618E,JACKSONVILLE ATCT,,7 E JAX,"AT 2,000 FEET",30.4940455555556,-81.6878466666667
238,2024-03-12,NORTH CAROLINA,RALEIGH/DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH-DURHAM, NC/UAS SIGHTING/1656E/RALEIGH-DURHAM ATCT ADVISED, PIPER P28A, REPORTED A UAS 50 FEET ABOVE ACFT WHILE NW BOUND AT 3,200 FEET 7 NW RDU. NO EVASIVE ACTION TAKEN. DURHAM COUNTY SHERIFF NOTIFIED.",RDU,NW BOUND,1656E,,,7 NW RDU,"AT 3,200 FEET",35.8776388888889,-78.7874722222222
239,2024-03-13,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1127E/FORT LAUDERDALE EXECUTIVE ATCT ADVISED, GULFSTREAM GLF4, FXE - FXE, REPORTED A UAS 200 FEET BELOW ACFT FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 2,000 FEET 7 W FXE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FXE,E BOUND,1127E,FORT LAUDERDALE EXECUTIVE ATCT,FXE - FXE,7 W FXE,"AT 2,000 FEET",26.1972793611111,-80.1707062777778
240,2024-03-13,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1128E/FORT LAUDERDALE EXECUTIVE ATCT ADVISED, PIPER PA31, NORTH ELEUTHERA, BAHAMAS (MYEH) - FXE, REPORTED A SMALL WHITE UAS 100 FEET ABOVE ACFT WHILE E BOUND AT 300 FEET 1 W FXE. EVASIVE ACTION WAS TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FXE,E BOUND,1128E,FORT LAUDERDALE EXECUTIVE ATCT,"NORTH ELEUTHERA, BAHAMAS (MYEH) - FXE",1 W FXE,AT 300 FEET,26.1972793611111,-80.1707062777778
241,2024-03-13,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS SIGHTING/1539E/GREENSBORO ATCT ADVISED, PILATUS PC24, REPORTED A SILVER UAS 200 FEET ABOVE ACFT WHILE SW BOUND AT 10,000 FEET 1 SW GSO. NO EVASIVE ACTION REPORTED. GREENSBORO ARPT PD NOTIFIED.",GSO,SW BOUND,1539E,GREENSBORO ATCT,,1 SW GSO,"AT 10,000 FEET",36.1013266666667,-79.9411227777778
242,2024-03-13,ARIZONA,SCOTTSDALE,"PRELIM INFO FROM FAA OPS: SCOTTSDALE, AZ/UAS SIGHTING/1330M/SCOTTSDALE ATCT ADVISED, CESSNA C172, SDL - SDL, REPORTED AN ORANGE UAS WHILE N BOUND AT 3,000 FEET 4 NW SDL. THE UAS WAS NEAR THE POWER PLANT. NO EVASIVE ACTION TAKEN. PHOENIX PD (OPERATOR TAYLOR) WAS NOTIFIED.",SDL,N BOUND,1330M,SCOTTSDALE ATCT,SDL - SDL,4 NW SDL,"AT 3,000 FEET",33.6228888888889,-111.910527777778
243,2024-03-14,NEW YORK,ROCHESTER,"PRELIM INFO FROM FAA OPS: ROCHESTER, NY/UAS SIGHTING/1115E/ROCHESTER ATCT ADVISED, CESSNA C172, ROC - ROC, REPORTED A UAS FROM THE 9 Oâ€™CLOCK POSITION WHILE ENE BOUND AT 1,500 FEET 1 S ROC. NO EVASIVE ACTION TAKEN. MONROE COUNTY DISPATCH NOTIFIED.",ROC,ENE BOUND,1115E,ROCHESTER ATCT,ROC - ROC,1 S ROC,"AT 1,500 FEET",43.1191436111111,-77.6718688888889
244,2024-03-14,GEORGIA,SAVANNAH,"PRELIM INFO FROM FAA OPS: SAVANNAH, GA/UAS SIGHTING/1817E/SAVANNAH ATCT ADVISED, E145, SAV - CLT, REPORTED A BLUE UAS WHILE NE BOUND AT 7,000 FEET 5 E SAV. NO EVASIVE ACTION TAKEN. SAVANNAH ARPT PD NOTIFIED.",SAV,NE BOUND,1817E,SAVANNAH ATCT,SAV - CLT,5 E SAV,"AT 7,000 FEET",32.1275833333333,-81.2021388888889
245,2024-03-15,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1110E/FORT MYERS ATCT ADVISED, A321, MSP - RSW, REPORTED BLACK QUADCOPTER FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 1,000 FEET. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",MSP,NE BOUND,1110E,FORT MYERS ATCT,MSP - RSW,,,44.8819722222222,-93.2217777777778
246,2024-03-15,NEW YORK,FARMINGDALE,"PRELIM INFO FROM FAA OPS: FARMINGDALE, NY/UAS SIGHTING/1223E/REPUBLIC ATCT ADVISED, BOMBARDIER GL7T, TEB - FRG, REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE NW BOUND AT 400 FEET 1 SE FRG. NO EVASIVE ACTION TAKEN. SUFFOLK PD NOTIFIED.",FRG,NW BOUND,1223E,REPUBLIC ATCT,TEB - FRG,1 SE FRG,AT 400 FEET,40.7292741666667,-73.4134208333333
247,2024-03-15,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1551E/FORT LAUDERDALE ATCT ADVISED, A320, BOGOTÃ, COLOMBIA (SKBO) - FLL, REPORTED GREY UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 8 W FLL. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.",FLL,W BOUND,1551E,FORT LAUDERDALE ATCT,COLOMBIA (SKBO) - FLL,8 W FLL,"AT 3,000 FEET",26.0716666666667,-80.1496944444444
248,2024-03-15,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1432E/WASHINGTON ATCT ADVISED, E75S, BOS - DCA, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 5 S DCA. NO EVASIVE ACTION TAKEN. DC PD NOTIFIED.",BOS,N BOUND,1432E,WASHINGTON ATCT,BOS - DCA,5 S DCA,"AT 2,000 FEET",42.3629444444444,-71.0063888888889
249,2024-03-15,ILLINOIS,CHICAGO/ROMEOVILLE,"PRELIM INFO FROM FAA OPS: CHICAGO-ROMEOVILLE, IL/UAS SIGHTING/1452C/LEWIS ATCT ADVISED, CESSNA C172, 1CS - UNKN, REPORTED A WHITE UAS WHILE E BOUND AT 1,700 FEET 1 NW LOT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",LOT,E BOUND,1452C,LEWIS ATCT,,1 NW LOT,"AT 1,700 FEET",41.6080969444444,-88.0963897222222
250,2024-03-15,CALIFORNIA,SAN JOSE,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/1519P/NORCAL TRACON ADVISED, CESSNA C172, REPORTED A GRAY UAS AT THE 12 O'CLOCK POSITION 500 FEET BELOW WHILE SSE BOUND AT 3,200 FEET 4 W SJC. NO EVASIVE ACTION TAKEN. SUNNYVALE PD NOTIFIED.",SAN,SSE BOUND,1519P,NORCAL TRACON,,4 W SJC,"AT 3,200 FEET",32.7335627777778,-117.189663333333
251,2024-03-16,OHIO,OXFORD,"PRELIM INFO FROM FAA OPS: OXFORD, OH/UAS SIGHTING/1105E/CINCINNATI ATCT ADVISED, CESSNA C172, OXD - OXD, REPORTED A UAS WHILE N BOUND AT 700 FEET VCNTY OXD. NO EVASIVE ACTION TAKEN. OXFORD PD NOTIFIED.",OXD,N BOUND,1105E,CINCINNATI ATCT,OXD - OXD,,AT 700 FEET,39.5022597222222,-84.7843813888889
252,2024-03-16,MARYLAND,CAMP SPRINGS,"PRELIM INFO FROM FAA OPS: CAMP SPRINGS, MD/UAS SIGHTING/1232E/POTOMAC TRACON ADVISED, LJ35, ADW - FFO, REPORTED A WHITE UAS FROM THE 10 O'CLOCK POSITION WHILE W BOUND AT 4,400 FEET 3 W ADW. NO EVASIVE ACTION TAKEN. PRINCE GEORGE'S COUNTY PD NOTIFIED.",ADW,W BOUND,1232E,POTOMAC TRACON,ADW - FFO,3 W ADW,"AT 4,400 FEET",38.8108255555556,-76.8670463888889
253,2024-03-16,MISSOURI,KANSAS CITY,"PRELIM INFO FROM FAA OPS: KANSAS CITY, MO/UAS SIGHTING/1250C/DOWNTOWN ATCT ADVISED, CESSNA C172, MKC - MKC, REPORTED A BLACK UAS WHILE WSW BOUND AT 1,500 FEET 2 ENE MKC. NO EVASIVE ACTION TAKEN. NORTH KANSAS CITY PD NOTIFIED.",MKC,WSW BOUND,1250C,DOWNTOWN ATCT,MKC - MKC,2 ENE MKC,"AT 1,500 FEET",39.1229355555556,-94.5928230555556
254,2024-03-16,CALIFORNIA,HAYWARD,"PRELIM INFO FROM FAA OPS: HAYWARD, CA/UAS SIGHTING/1120P/OAKLAND ARTCC ADVISED, B38M, MDW - OAK, REPORTED A UAS AT 2,200 FEET IN BOUND AT RUNWAY 30 2 SE HAYWARD. NO EVASIVE ACTION REPORTED. ALAMEDA COUNTY SHERIFF NOTIFIED.",OAK,,1120P,OAKLAND ARTCC,MDW - OAK,2 SE HAYWARD,"AT 2,200 FEET",37.7212613888889,-122.221150555556
255,2024-03-16,OHIO,CINCINNATI,"PRELIM INFO FROM FAA OPS: CINCINNATI, OH/UAS SIGHTING/1530E/CINCINNATI TRACON ADVISED, CESSNA C172, I69 - I69, REPORTED A BLUE AND ORANGE UAS FROM THE 10 Oâ€™CLOCK POSITION WHILE WNW BOUND AT 3,000 FEET 7 NNE LUK. NO EVASIVE ACTION TAKEN. CVG AIRPORT PD NOTIFIED.",CVG,WNW BOUND,1530E,CINCINNATI TRACON,,7 NNE LUK,"AT 3,000 FEET",39.0488375,-84.6678208333333
256,2024-03-16,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1612M/CENTENNIAL ATCT ADVISED,  CESSNA C172, BFF - APA, REPORTED A WHITE AND GREY UAS AT THE 9 O'CLOCK POSITION WHILE N BOUND AT 6,000 FEET VCNTY APA. NO EVASIVE ACTION TAKEN. DOUGLAS COUNTY SHERIFF NOTIFED AT.",APA,N BOUND,1612M,CENTENNIAL ATCT,BFF - APA,,"AT 6,000 FEET",39.5701186111111,-104.849293055556
257,2024-03-16,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS SIGHTING/1607M/CENTENNIAL ATCT ADVISED, PIPER PA44, REPORTED A WHITE AND GREY UAS FROM THE 9 O'CLOCK POSITION WHILE N BOUND AT 6,000 FEET VCNTY APA. NO EVASIVE ACTION TAKEN. DOUGLAS COUNTY SHERIFF NOTIFIED.",APA,N BOUND,1607M,CENTENNIAL ATCT,,,"AT 6,000 FEET",39.5701186111111,-104.849293055556
258,2024-03-17,ALABAMA,DOTHAN,"PRELIM INFO FROM FAA OPS: DOTHAN, AL/UAS SIGHTING/0943C/CAIRNES ARMY AIR FIELD ADVISED, CESSNA C182, NEW - TBR, REPORTED A UAS WHILE NE BOUND AT 5,000 FEET 18 NE WIREGRASS VORTAC (RRS). NO EVASIVE ACTION TAKEN. HENRY COUNTY SHERIFF NOTIFIED.",TBR,NE BOUND,0943C,CAIRNES ARMY AIR FIELD,NEW - TBR,18 NE WIREGRASS VORTAC (RRS),"AT 5,000 FEET",32.48275,-81.7369444444444
259,2024-03-17,NORTH CAROLINA,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, NC/UAS SIGHTING/1043E/WILMINGTON ATCT ADVISED, PIPER P28A, FFC - ILM, REPORTED TAN AND WHITE ROTORCRAFT UAS OFF THE RIGHT SIDE WHILE ENE BOUND AT 4,000 FEET 3 WNW ILM. NO EVASIVE ACTION TAKEN. WILMINGTON ARPT PD NOTIFIED.",ILM,ENE BOUND,1043E,WILMINGTON ATCT,FFC - ILM,3 WNW ILM,"AT 4,000 FEET",34.2711388888889,-77.9028888888889
260,2024-03-17,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1052C/HOUSTON INTERCONTINENTAL ADVISED, B739, IAH - PANAMA CITY, PANAMA (MPTO), REPORTED A UAS AT THE 9 O'CLOCK POSITION WHILE ESE BOUND AT 1,500 FEET 3 ESE IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",IAH,ESE BOUND,1052C,HOUSTON INTERCONTINENTAL,"IAH - PANAMA CITY, PANAMA (MPTO)",3 ESE IAH,"AT 1,500 FEET",29.9844352777778,-95.3414425
261,2024-03-17,NEW JERSEY,WRIGHTSTOWN,"PRELIM INFO FROM FAA OPS: WRIGHTSTOWN, NJ/UAS SIGHTING/1252E/MCGUIRE RAPCON ADVISED, CESSNA C82S, CYN - ESN, REPORTED A GREY-WHITE UAS 500 FEET FROM THE RIGHT SIDE WHILE S BOUND AT 4,200 FEET 5 SE WRI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",WRI,S BOUND,1252E,MCGUIRE RAPCON,CYN - ESN,5 SE WRI,"AT 4,200 FEET",40.0155835277778,-74.5916991388889
262,2024-03-17,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1410E/PALM BEACH ATCT ADVISED, A321, PBI - CLT, REPORTED A UAS PASS BELOW ACFT WHILE W BOUND AT 2,000 FEET 10 W PBI. NO EVASIVE ACTION TAKEN. PALM BEACH SHERIFF NOTIFIED.",PBI,W BOUND,1410E,PALM BEACH ATCT,PBI - CLT,10 W PBI,"AT 2,000 FEET",26.6831616666667,-80.0955919444444
