,Day of Sighting,x,y,z,State,City,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates,latitude,longitude,alt_meters
77,4/17/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,POMONA,,LAX,NE BOUND,1524P,LOS ANGELES ARTCC,LAX - LUXEMBOURG (ELLX),8 S POMONA VORTAC,,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
78,4/17/2022,-678143.7721475842,-5170468.424681907,3660153.237506735,OKLAHOMA,NORMAN,,OUN,N BOUND,1911C,OKLAHOMA CITY TRACON,"WILEY POST ARPT, OKLAHOMA CITY, OK (PWA) - PWA",1 W OUN,"AT 4,000 FEET",KOUN,small_airport,1182.0,,US,US-OK,Norman,KOUN,OUN,KOUN,OUN,"35.2456, -97.472099",35.2456,-97.472099,0.0
79,4/17/2022,173608.36681863395,-4745414.516439142,4243837.110751165,ILLINOIS,CHICAGO,,ORD,E BOUND,2202C,CHICAGO TRACON,MSP - ORD,2 W ORD,"AT 1,700 FEET",KORD,large_airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048",41.9786,-87.9048,0.0
80,4/18/2022,4459888.912468977,17238.16458695085,4544287.7333715875,MAINE,BANGOR,,ANG,,0910E,BANGOR ATCT ADVISED BANGOR ATCT,,,,LFBU,medium_airport,436.0,EU,FR,FR-NAQ,Angoulême/Brie/Champniers,LFBU,ANG,LFBU,,"45.729198, 0.221456",45.729198,0.221456,0.0
81,4/19/2022,173608.36681863395,-4745414.516439142,4243837.110751165,ILLINOIS,CHICAGO,,ORD,,0915C,CHICAGO ATCT,,1 S ORD,AT 50 FEET,KORD,large_airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048",41.9786,-87.9048,0.0
82,4/19/2022,317514.81653205754,-4902553.286241792,4053890.7379439357,PENNSYLVANIA,PHILADELPHIA,,IND,S BOUND,1750E,PHILADELPHIA ATCT,IND - PHL,5 S NORTHEAST PHILADELPHIA ARPT,"AT 5,500 FEET",KIND,large_airport,797.0,,US,US-IN,Indianapolis,KIND,IND,KIND,IND,"39.7173, -86.294403",39.7173,-86.294403,0.0
83,4/19/2022,-769580.5059462583,-5201159.398821019,3598478.605609203,MINNESOTA,MINNEAPOLIS,,LAW,,2144C,MINNEAPOLIS ATCT,,,"AT 2,000 FEET",KLAW,medium_airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,KLAW,LAW,"34.567699, -98.416603",34.567699,-98.416603,0.0
84,4/19/2022,-735613.724226666,-5468015.905435893,3189318.6728778197,MINNESOTA,MINNEAPOLIS,,AUS,ESE BOUND,2150C,MINNEAPOLIS ATCT,AUS - MSP,,AT 670 FEET,KAUS,large_airport,542.0,,US,US-TX,Austin,KAUS,AUS,KAUS,AUS,"30.197535, -97.662015",30.197535,-97.662015,0.0
85,4/20/2022,482006.29821198416,-4932674.128014797,4001141.582085924,OHIO,COLUMBUS,,LUK,SW BOUND,1314E,COLUMBUS ATCT,LUK - CAK,8 WSW CMH,"AT 6,500 FEET",KLUK,medium_airport,483.0,,US,US-OH,Cincinnati,KLUK,LUK,KLUK,LUK,"39.102357, -84.418945",39.102357,-84.418945,0.0
86,4/20/2022,-2508216.777454082,-4647303.301565725,3564606.1988622034,CALIFORNIA,BURBANK,,BUR,SSE BOUND,1117P,BURBANK ATCT,,,"AT 1,700 FEET",KBUR,medium_airport,778.0,,US,US-CA,Burbank,KBUR,BUR,KBUR,BUR,"34.197703, -118.356378",34.197703,-118.356378,0.0
87,4/20/2022,1321178.1819014656,-4659228.444613047,4136591.3455323847,NEW JERSEY,NEWARK,,EWR,NE BOUND,2117E,NEW YORK TRACON,DAL - EWR,10 SW EWR,"AT 3,000 FEET",KEWR,large_airport,18.0,,US,US-NJ,Newark,KEWR,EWR,KEWR,EWR,"40.692501, -74.168701",40.692501,-74.168701,0.0
88,4/21/2022,1299066.2979292523,-4657423.821973552,4145556.552255667,NEW JERSEY,MORRISTOWN,,MMU,W BOUND,1403E,MORRISTOWN ATCT,MMU - MMU,13 W MMU,"AT 2,500 FEET",KMMU,medium_airport,187.0,,US,US-NJ,Morristown,KMMU,MMU,KMMU,MMU,"40.799062, -74.414949",40.799062,-74.414949,0.0
89,4/21/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,WSW BOUND,2055P,LOS ANGELES ATCT,EWR - LAX,1 ENE LAX,AT 200 FEET,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
90,4/21/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,WSW BOUND,2057P,LOS ANGELES ATCT,EWR - LAX,1 ENE LAX,AT 200 FEET,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
91,4/21/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,WSW BOUND,2059P,LOS ANGELES ATCT,DTW - LAX,1 ENE LAX,AT 200 FEET,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
92,4/22/2022,1037968.7444293384,-4731504.30423297,4135319.606695945,TEXAS,HOUSTON,,RED,S BOUND,1045C,DAVID WAYNE HOOKS ATCT,,,AT 900 FEET,KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
93,4/22/2022,-2055247.957951386,-4916526.068265782,3493153.6863046754,ARIZONA,BUCKEYE,,BXK,E BOUND,0900M,ALBUQUERQUE ARTCC,,40 NWW BXK VOR,,KBXK,small_airport,1033.0,,US,US-AZ,Buckeye,KBXK,BXK,KBXK,BXK,"33.422397, -112.686317",33.422397,-112.686317,0.0
94,4/22/2022,-737279.4110597488,-5599288.4242113745,2954015.833150657,TEXAS,HOUSTON,,CRP,S BOUND,1115C,HOUSTON TRACON,IAH - CRP,11 SSE HOUSTON,"AT 10,500 FEET",KCRP,medium_airport,44.0,,US,US-TX,Corpus Christi,KCRP,CRP,KCRP,CRP,"27.770399, -97.501198",27.770399,-97.501198,0.0
95,4/22/2022,437137.6213513528,-5209872.5520048635,3641074.2825053064,TENNESSEE,CHATTANOOGA,,CHA,NNW BOUND,1717E,CHATTANOOGA ATCT,,1 SSE CHA,"AT 1,600 FEET",KCHA,medium_airport,683.0,,US,US-TN,Chattanooga,KCHA,CHA,KCHA,CHA,"35.035301, -85.203796",35.035301,-85.203796,0.0
96,4/22/2022,-2508216.777454082,-4647303.301565725,3564606.1988622034,CALIFORNIA,BURBANK,,BUR,,2157P,,,,,KBUR,medium_airport,778.0,,US,US-CA,Burbank,KBUR,BUR,KBUR,BUR,"34.197703, -118.356378",34.197703,-118.356378,0.0
97,4/23/2022,1536066.7833601383,-4463060.823658546,4275397.884263988,MASSACHUSETTS,BOSTON,,BOS,S BOUND,1038E,BOSTON TRACON,,15 S BOS,"AT 7,500 FEET",KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
98,4/23/2022,667806.5665590948,-5219837.740713112,3591798.1014965763,ALASKA,FAIRBANKS,,AND,,0808A,EIELSON AFB SECURITY,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
99,4/23/2022,-1996423.092213365,-4939854.703708972,3494348.2245444213,CALIFORNIA,LOS ANGELES,,PHX,WSW BOUND,0915P,LOS ANGELES ATCT,PHX - LAX,3 ENE LAX,"AT 1,000 FEET",KPHX,large_airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,KPHX,PHX,"33.435302, -112.005905",33.435302,-112.005905,0.0
100,4/23/2022,-1996423.092213365,-4939854.703708972,3494348.2245444213,CALIFORNIA,LOS ANGELES,,PHX,WSW BOUND,0948P,LOS ANGELES ATCT,PHX - LAX,3 ENE LAX,"AT 1,000 FEET",KPHX,large_airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,KPHX,PHX,"33.435302, -112.005905",33.435302,-112.005905,0.0
101,4/23/2022,819550.0879753563,-5669967.373070627,2794247.3879870004,FLORIDA,WEST PALM BEACH,,APF,W BOUND,1620E,MIAMI ARTCC,BCT - APF,20 WSW WEST PALM BEACH,"AT 10,000 FEET",KAPF,medium_airport,8.0,,US,US-FL,Naples,KAPF,APF,KAPF,APF,"26.1525993347, -81.7752990723",26.1525993347,-81.7752990723,0.0
102,4/23/2022,1536066.7833601383,-4463060.823658546,4275397.884263988,FLORIDA,WEST PALM BEACH,,BOS,,1745E,PBI ATCT,BOS - PBI,,,KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
103,4/23/2022,980898.0040237573,-5617742.624263917,2846895.874834131,FLORIDA,WEST PALM BEACH,,PBI,E BOUND,,PALM BEACH ATCT,"GULFSTREAM GALX, PDK - PBI",4 W PBI,"AT 2,000 FEET",KPBI,large_airport,19.0,,US,US-FL,West Palm Beach,KPBI,PBI,KPBI,PBI,"26.683201, -80.095596",26.683201,-80.095596,0.0
104,4/23/2022,-2454014.598515506,-4777046.091509876,3429143.4312611683,TEXAS,SAN ANTONIO,,SAN,SOUTHEAST BOUND,1950C,STINSON ATCT,,4 N STINSON MUNI ARPT,"AT 1,700 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
105,4/24/2022,826928.9695440648,-5342933.309203484,3372422.5492980033,GEORGIA,DUBLIN,,SAV,S BOUND,0740E,ATLANTA ARTCC,SAV - ATL,,,KSAV,large_airport,50.0,,US,US-GA,Savannah,KSAV,SAV,KSAV,SAV,"32.127602, -81.202103",32.127602,-81.202103,0.0
106,4/24/2022,836874.9651995656,-5557918.144150373,3004823.970220646,FLORIDA,ORLANDO,,ISM,W BOUND,1123E,CENTRAL FLORIDA TRACON,ATL - MCO,5 SE ORLANDO (ISM),"AT 3,000 FEET",KISM,medium_airport,82.0,,US,US-FL,Orlando,KISM,ISM,KISM,ISM,"28.2898006439, -81.4371032715",28.2898006439,-81.4371032715,0.0
107,4/24/2022,516125.3315750989,-5290570.147237747,3512967.692926994,PENNSYLVANIA,PHILADELPHIA,,ATL,NW BOUND,1157E,PHILADELPHIA TRACON,ATL - PHL,16 WSW PHL,"AT 4,300 FEET",KATL,large_airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101",33.6367,-84.428101,0.0
108,4/24/2022,1353884.1291000585,-4653828.513130076,4132122.5075626075,NEW YORK,DEER PARK,,JFK,W BOUND,1205E,NEW YORK TRACON,LEMD - JFK,5 S DEER PARK VOR,"AT 4,000 FEET",KJFK,large_airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317",40.639447,-73.779317,0.0
109,4/24/2022,516125.3315750989,-5290570.147237747,3512967.692926994,GEORGIA,ATLANTA,,ATL,N BOUND,1425E,ATLANTA TRACON,,25 ENE ATL,"AT 4,000 FEET",KATL,large_airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101",33.6367,-84.428101,0.0
110,4/24/2022,-519797.69355121115,-5484074.607015468,3204087.822583429,TEXAS,HOUSTON,,CXO,NNW BOUND,1510C,HOUSTON TRACON,CXO - CXO,14 N HOUSTON (CXO),"AT 1,800 FEET",KCXO,medium_airport,245.0,,US,US-TX,Houston,KCXO,CXO,KCXO,CXO,"30.351801, -95.414497",30.351801,-95.414497,0.0
111,4/24/2022,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO,,SAN,W BOUND,1320P,SAN DIEGO ATCT,SMF - SAN,5 E SAN DIEGO,"AT 2,000 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
112,4/24/2022,1343534.376848053,-4646442.242626052,4143718.3289120435,NEW YORK,NEW YORK,,LGA,NE BOUND,1742E,NEW YORK TRACON,VPS - LGA,15 SW LGA,"AT 4,000 FEET",KLGA,large_airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597",40.777199,-73.872597,0.0
113,4/24/2022,-254419.2825207117,-4519849.508124145,4477915.174797111,TEXAS,HOUSTON,,MSP,E BOUND,1910C,HOUSTON ATCT,MSP - IAH,7 NW IAH,"AT 3,500 FEET",KMSP,large_airport,841.0,,US,US-MN,Minneapolis,KMSP,MSP,KMSP,MSP,"44.880081, -93.221741",44.880081,-93.221741,0.0
114,4/25/2022,-1529804.3926873815,-5205208.3509474965,3342282.188177301,TEXAS,EL PASO,,ELP,N BOUND,,EL PASO ATCT,,8 WSW ELP,"AT 4,500 FEET",KELP,medium_airport,3959.0,,US,US-TX,El Paso,KELP,ELP,KELP,ELP,"31.807199, -106.377998",31.807199,-106.377998,0.0
115,4/25/2022,1037968.7444293384,-4731504.30423297,4135319.606695945,FLORIDA,FORT LAUDERDALE,,RED,S BOUND,1233E,FORT LAUDERDALE,,5 NE FLL,AT 200 FEET,KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
116,4/25/2022,-2026568.6026406034,-4920966.9613300795,3503570.761109916,ARIZONA,GLENDALE,,LUF,NE BOUND,1128M,LUKE AFB,,2 SW LUF,AT 500 FEET,KLUF,medium_airport,1085.0,,US,US-AZ,Glendale,KLUF,LUF,KLUF,LUF,"33.535, -112.383003",33.535,-112.383003,0.0
117,4/25/2022,-769580.5059462583,-5201159.398821019,3598478.605609203,ARIZONA,GOODYEAR,,LAW,,1623M,GOODYEAR ATCT,,3 NNE GYR,"AT 2,500 FEET",KLAW,medium_airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,KLAW,LAW,"34.567699, -98.416603",34.567699,-98.416603,0.0
118,4/26/2022,1536066.7833601383,-4463060.823658546,4275397.884263988,MASSACHUSETTS,BOSTON,,BOS,,1600E,BOSTON TRACON,JFK - BOS,,,KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
119,4/26/2022,-2408761.4329429185,-3766764.9582643453,4533373.478949705,OREGON,PORTLAND,,PDX,,1300P,PORTLAND ATCT,LAS - PDX,4 ROTOR BROWN UAS,"AT 1,000 FEET",KPDX,large_airport,31.0,,US,US-OR,Portland,KPDX,PDX,KPDX,PDX,"45.588699, -122.598",45.588699,-122.598,0.0
120,4/26/2022,1115637.6697473524,-4846904.561202336,3979543.755941752,DISTRICT OF COLUMBIA,WASHINGTON,,DCA,SW BOUND,2147E,WASHINGTON NATIONAL ATCT,,1 E DCA,AT 300 FEET,KDCA,large_airport,15.0,,US,US-DC,Washington,KDCA,DCA,KDCA,DCA,"38.8521, -77.037697",38.8521,-77.037697,0.0
121,4/26/2022,1353884.1291000585,-4653828.513130076,4132122.5075626075,CALIFORNIA,LOS ANGELES,,JFK,WSW BOUND,2246P,LOS ANGELES ATCT,JFK - LAX,7 ENE LAX,"AT 15,000 FEET",KJFK,large_airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317",40.639447,-73.779317,0.0
122,4/27/2022,1536066.7833601383,-4463060.823658546,4275397.884263988,NEW YORK,NEW YORK,,BOS,NW BOUND,0659E,JOHN F KENNEDY ATCT,BOS - JFK,3 SE JFK,"AT 1,000 FEET",KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
123,4/27/2022,1527342.8457125903,-4479593.174070257,4261304.939148545,MASSACHUSETTS,NORWOOD,,OWD,E BOUND,0858E,NORWOOD ATCT,OWD - OWD,1 W OWD,"AT 1,000 FEET",KOWD,medium_airport,49.0,,US,US-MA,Norwood,KOWD,OWD,KOWD,OWD,"42.1904983521, -71.1728973389",42.1904983521,-71.1728973389,0.0
124,4/27/2022,732536.5429070785,-5589194.215422003,2974107.738856263,FLORIDA,MIAMI,,TPA,,1000E,MIAMI APCH,MIA - TPA,10 W MIA,"AT 3,000 FEET",KTPA,large_airport,26.0,,US,US-FL,Tampa,KTPA,TPA,KTPA,TPA,"27.9755, -82.533203",27.9755,-82.533203,0.0
125,4/27/2022,980438.7272282552,-5648331.131821598,2786288.835050178,FLORIDA,FORT LAUDERDALE,,FLL,E BOUND,1141E,MIAMI APCH,JFK - FLL,12 W FLL,"AT 3,000 FEET",KFLL,large_airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,KFLL,FLL,"26.072599, -80.152702",26.072599,-80.152702,0.0
126,4/27/2022,732536.5429070785,-5589194.215422003,2974107.738856263,FLORIDA,TAMPA,,TPA,SW BOUND,1457E,TAMPA TRACON,,8 SSE TPA,"AT 2,400 FEET",KTPA,large_airport,26.0,,US,US-FL,Tampa,KTPA,TPA,KTPA,TPA,"27.9755, -82.533203",27.9755,-82.533203,0.0
127,4/27/2022,186789.82563978518,-4759206.580251619,4227910.106103081,ILLINOIS,CHICAGO,,MDW,NE BOUND,1500E,CHICAGO TRACON,,4 SW MDW,"AT 2,500 FEET",KMDW,large_airport,620.0,,US,US-IL,Chicago,KMDW,MDW,KMDW,MDW,"41.785999, -87.752403",41.785999,-87.752403,0.0
128,4/27/2022,-2193330.55848725,-4671257.253408044,3735670.896883552,NEVADA,LAS VEGAS,,LAS,E BOUND,2030P,LAS VEGAS ATCT,,,"AT 2,500 FEET",KLAS,large_airport,2181.0,,US,US-NV,Las Vegas,KLAS,LAS,KLAS,LAS,"36.083361, -115.151817",36.083361,-115.151817,0.0
129,4/28/2022,667806.5665590948,-5219837.740713112,3591798.1014965763,PENNSYLVANIA,PHILADELPHIA,,AND,W BOUND,1230E,PHILADELPHIA ATCT,PHL - RDU,7 E PHL,"AT 2,100 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
130,4/28/2022,-203614.50967332115,-5243624.10761021,3613252.1124952915,ARKANSAS,LITTLE ROCK,,LIT,SW BOUND,1518C,MEMPHIS ARTCC,,,,KLIT,medium_airport,262.0,,US,US-AR,Little Rock,KLIT,LIT,KLIT,LIT,"34.729582, -92.223728",34.729582,-92.223728,0.0
131,4/28/2022,-21362.465016241847,-5221771.69121433,3650134.5285672382,ARKANSAS,WEST MEMPHIS,,AWM,S BOUND,1626C,MEMPHIS TRACON,,6 N AWM,"AT 2,000 FEET",KAWM,small_airport,212.0,,US,US-AR,West Memphis,KAWM,AWM,KAWM,AWM,"35.1351013184, -90.2343978882",35.1351013184,-90.2343978882,0.0
132,4/28/2022,526289.6455515008,-5274726.415190247,3535065.860602756,GEORGIA,ATLANTA,,PDK,,2021E,,,3 NW PDK,,KPDK,medium_airport,1003.0,,US,US-GA,Atlanta,KPDK,PDK,KPDK,PDK,"33.87633, -84.30213",33.87633,-84.30213,0.0
133,4/28/2022,-2729.1516836052456,-5525904.360113052,3174443.3568640826,NORTH CAROLINA,JACKSONVILLE,,NEW,,2337E,NEW RIVER RADAR,,10 S NEW RIVER MCAS,AT 300 FEET,KNEW,medium_airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316",30.042400360107,-90.028297424316,0.0
134,4/29/2022,-2450816.815800414,-4687781.310649563,3551594.583193032,CALIFORNIA,RIVERSIDE,,ONT,SE BOUND,1940P,SOCAL TRACON ,ONT - SDF,5 S RIVERSIDE,"AT 7,000 FEET",KONT,large_airport,944.0,,US,US-CA,Ontario,KONT,ONT,KONT,ONT,"34.056, -117.600998",34.056,-117.600998,0.0
135,4/29/2022,-2708495.019896337,-4272053.777251335,3872104.885587287,CALIFORNIA,SAN FRANCISCO,,SFO,NNW BOUND,2015P,NORCAL TRACON,JFK - SFO,11 ESE SFO,"AT 3,000 FEET",KSFO,large_airport,13.0,,US,US-CA,San Francisco,KSFO,SFO,KSFO,SFO,"37.619806, -122.374821",37.619806,-122.374821,0.0
136,4/29/2022,-769580.5059462583,-5201159.398821019,3598478.605609203,CALIFORNIA,SAN FRANCISCO,,LAW,W BOUND,2101P,SAN FRANCISCO ATCT,LOS CABOS INTL ARPT (MMSD) - SFO,9 E SFO,"AT 3,500 FEET",KLAW,medium_airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,KLAW,LAW,"34.567699, -98.416603",34.567699,-98.416603,0.0
137,4/29/2022,-2446832.564934881,-4277949.296228213,4035226.4163707155,NEVADA,RENO,,RNO,NW BOUND,2015P,RENO ATCT,,3 NW RNO,"AT 5,300 FEET",KRNO,large_airport,4415.0,,US,US-NV,Reno,KRNO,RNO,KRNO,RNO,"39.4991, -119.767998",39.4991,-119.767998,0.0
138,4/29/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,WSW BOUND,2345P,LOS ANGELES ATCT,EWR - LAX,7 ENE LAX,"AT 3,000 FEET",KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
139,4/30/2022,1078839.8563761564,-4848629.181151537,3987526.892958427,VIRGINIA,HERNDON,,IAD,N BOUND,1123E,WASHINGTON DULLES ATCT,RDU - IAD,8 S ARMEL VOR,"AT 2,500 FEET",KIAD,large_airport,312.0,,US,US-VA,Dulles,KIAD,IAD,KIAD,IAD,"38.9445, -77.455803",38.9445,-77.455803,0.0
140,4/30/2022,1078839.8563761564,-4848629.181151537,3987526.892958427,VIRGINIA,HERNDON,,IAD,N BOUND,1200E,WASHINGTON DULLES ATCT,,6 S ARMEL VOR,"AT 2,500 FEET",KIAD,large_airport,312.0,,US,US-VA,Dulles,KIAD,IAD,KIAD,IAD,"38.9445, -77.455803",38.9445,-77.455803,0.0
141,4/30/2022,1353884.1291000585,-4653828.513130076,4132122.5075626075,NEW YORK,NEW YORK,,JFK,ENE BOUND,1425E,NEW YORK TRACON,BWI - UUU,17 ENE JFK,"AT 6,500 FEET",KJFK,large_airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317",40.639447,-73.779317,0.0
142,4/30/2022,777676.7218195884,-4738150.608362824,4184230.592975523,OHIO,WADSWORTH,,YNG,SE BOUND,1515E,,MFD - YNG,3 S WADSWORTH,"AT 5,000 FEET",KYNG,medium_airport,1192.0,,US,US-OH,Youngstown/Warren,KYNG,YNG,KYNG,YNG,"41.26070023, -80.67910004",41.26070023,-80.67910004,0.0
143,4/30/2022,667806.5665590948,-5219837.740713112,3591798.1014965763,FLORIDA,MIAMI,,AND,E BOUND,1830E,MIAMI TRACON ,SDF - MIA,15 W MIA,"AT 4,000 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
144,4/30/2022,667806.5665590948,-5219837.740713112,3591798.1014965763,FLORIDA,MIAMI,,AND,E BOUND,1830E,MIAMI TRACON,"PANAMA CITY, PANAMA (MPTO) - MIA",15 W MIA,"AT 4,000 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
145,4/30/2022,1381731.3786823743,-4638887.812370671,4139646.9984199675,NEW YORK,FARMINGDALE,,FRG,S BOUND,1840E,FARMINGDALE ATCT,HTO - FRG,,"AT 1,000 FEET",KFRG,medium_airport,82.0,,US,US-NY,Farmingdale,KFRG,FRG,KFRG,FRG,"40.7288017273, -73.4133987427",40.7288017273,-73.4133987427,0.0
146,4/30/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,GEORGIA,ATLANTA,,LAX,E BOUND,2001E,ATLANTA TRACON,LAX - ATL,4 W ATL,"AT 2,500 FEET",KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
147,4/30/2022,-2519947.1467874176,-4658990.376359751,3541157.25934139,CALIFORNIA,LOS ANGELES,,LAX,,1815P,LAX ATCT,,3 WSW LAX,AT 150 FEET,KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
148,5/1/2022,-656833.8325285534,-5320307.282765238,3444354.335294477,TEXAS,DALLAS-FORT WORTH,,DFW,S BOUND,0847C,DFW ATCT,"DFW - MONTERREY, MEXICO (MMMY)",1 S DFW,"AT 2,500 FEET",KDFW,large_airport,607.0,,US,US-TX,Dallas-Fort Worth,KDFW,DFW,KDFW,DFW,"32.896801, -97.038002",32.896801,-97.038002,0.0
149,5/1/2022,745705.4991091904,-5494984.569917901,3140577.382306163,FLORIDA,GAINESVILLE,,GNV,NW BOUND,1430E,JACKSONVILLE TRACON,,,"AT 3,000 FEET",KGNV,medium_airport,152.0,,US,US-FL,Gainesville,KGNV,GNV,KGNV,GNV,"29.6900997162, -82.2717971802",29.6900997162,-82.2717971802,0.0
150,5/1/2022,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN FRANCISCO,,SAN,E BOUND,1135P,NORCAL TRACON,PDX - SFO,13 SE SFO,"AT 6,500 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
151,5/1/2022,-495337.0869501024,-4786325.091244639,4172413.7780925957,FLORIDA,ST AUGUSTINE,,OFF,SE BOUND,1455E,JACKSONVILLE TRACON,,8 NW SGJ,"AT 2,000 FEET",KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
152,5/1/2022,-1996423.092213365,-4939854.703708972,3494348.2245444213,ARIZONA,PHOENIX,,PHX,SSW BOUND,1241M,PHOENIX TRACON,DAL - PHX,35 NE PHX,"AT 11,000 FEET",KPHX,large_airport,1135.0,,US,US-AZ,Phoenix,KPHX,PHX,KPHX,PHX,"33.435302, -112.005905",33.435302,-112.005905,0.0
153,5/1/2022,1353884.1291000585,-4653828.513130076,4132122.5075626075,NEW YORK,NEW YORK,,JFK,ENE BOUND,1710E,NEW YORK TRACON,"JFK - STOCHOLM, SWEDEN (ESSA)",7 E JFK,"AT 6,000 FEET",KJFK,large_airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317",40.639447,-73.779317,0.0
154,5/1/2022,1536066.7833601383,-4463060.823658546,4275397.884263988,DISTRICT OF COLUMBIA,WASHINGTON,,BOS,SE BOUND,1640E,POTOMAC TRACON,BOS - DCA,6 NNW DCA,"AT 2,600 FEET",KBOS,large_airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079",42.36197,-71.0079,0.0
