,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude
55,4/10/2022,ILLINOIS,CHICAGO-WEST CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO-WEST CHICAGO, IL/UAS INCIDENT/1255C/DUPAGE ATCT ADVISED, CESSNA C56X, LEX - DPA, REPORTED A RED UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 4,500 FEET 4 W DUPAGE ARPT. NO EVASIVE ACTION TAKEN. WEST CHICAGO PD NOTIFIED. PHONE NUMBER NOT PROVIDED. WOC 7-3333 SZ/SY",,DPA,N BOUND,1255C,DUPAGE ATCT,LEX - DPA,4 W DUPAGE ARPT,"AT 4,500 FEET"
56,4/10/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1154P/LOS ANGELES ATCT ADVISED, E75L, SFO - LAX, REPORTED A RED AND BLACK UAS AT 9 O'CLOCK POSITION 400 FEET BELOW WHILE WSW BOUND AT 1,300 FEET 4 ENE LOS ANGELES OVER SOFI STADIUM. NO EVASIVE ACTION TAKEN.  LOS ANGELES ARPT PD NOTIFIED. WOC 7-3333 SY/EF",,AND,WSW BOUND,1154P,LOS ANGELES ATCT,SFO - LAX,4 ENE LOS ANGELES OVER SOFI STADIUM,"AT 1,300 FEET"
57,4/10/2022,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1830E/ORLANDO SANFORD ATCT ADVISED, CESSNA C172, SFB - SFB, REPORTED A WHITE AND GREY, MEDIUM SIZED, UAS WHILE E BOUND AT 950 FEET 1 MILE FINAL RUNWAY 9L. NO EVASIVE ACTION TAKEN. SEMINOLE COUNTY SHERIFF AVIATION UNIT NOTIFIED. WOC 7-3333 HM/JO",,AND,E BOUND,1830E,ORLANDO SANFORD ATCT,"SFB - SFB, REPORTED A WHITE AND GREY, MEDIUM SIZED",,AT 950 FEET
58,4/10/2022,FLORIDA,PUNTA GORDA,"PRELIM INFO FROM FAA OPS: PUNTA GORDA, FL/UAS INCIDENT/2210E/FORT MYERS TRACON ADVISED, CESSNA C172, PGD - SFB, REPORTED A UAS WHILE E BOUND AT 3,000 FEET 5 E PGD. NO EVASIVE ACTION TAKEN. CHARLOTTE COUNTY SHERIFF NOTIFIED. WOC 7-3333 HM/JO",,PGD,E BOUND,2210E,FORT MYERS TRACON,PGD - SFB,5 E PGD,"AT 3,000 FEET"
59,4/11/2022,DISTRICT OF COLUMBIA,WASHINGTON D.C.,"PRELIM INFO FROM FAA OPS: WASHINGTON D.C., DC/UAS INCIDENT/1215E/POTOMAC TRACON ADVISED, B738, DCA - TPA, OBSERVED A UAS WHILE SOUTHBOUND AT 2,700 FEET, 3 S DCA. NO EVASIVE ACTION REPORTED. DC METRO PD NOTIFIED  (NO PHONE PROVIDED). WOC 7-3333 JA/EF",,TPA,,1215E,POTOMAC TRACON,DCA - TPA,3 S DCA,
60,4/11/2022,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/1215E/POTOMAC TRACON ADVISED , E190, DCA - FLL, REPORTED A BLACK UAS AT 2,700 FEET AFTER DEPARTURE 3 S DCA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 SY/JA",,DCA,,1215E,POTOMAC TRACON,DCA - FLL,3 S DCA,"AT 2,700 FEET"
62,4/11/2022,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1801E/PHILADELPHIA ATCT ADVISED, E75L, BNA - PHL, REPORTED A BLACK QUAD COPTER AT 500 FT 1 E PHL. NO EVASIVE ACTION REPORTED. PHL PD NOTIFIED. WOC 7-3333 MK/JF",,BNA,,1801E,PHILADELPHIA ATCT,BNA - PHL,1 E PHL,
63,4/11/2022,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/2256E/BWI ATCT ADVISED , CRJ9, JFK - BWI, REPORTED QUAD-COPTER UAS WITH RED, WHITE, AND GREEN NAV LIGHTS AT THE 1 O'CLOCK POSITION WHILE E BOUND AT 500 FEET 2 W BWI. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 HM/JF",,AND,E BOUND,2256E,BWI ATCT,JFK - BWI,2 W BWI,AT 500 FEET
65,4/12/2022,ARIZONA,BUCKEYE,"PRELIM INFO FROM FAA OPS: BUCKEYE, AZ/UAS INCIDENT/0930M/ALBUQUERQUE ARTCC ADVISED, F35, REPORTED 2 UAS 1,000 FEET ABOVE VIA SENSOR HIT WHILE WNW BOUND AT 17,000 FEET 24 NW BUCKEYE. NO EVASIVE ACTION TAKEN. MARICOPA COUNTY SHERIFF NOTIFIED. WOC 7-3333 SZ/SY",,F35,WNW BOUND,0930M,ALBUQUERQUE ARTCC,,24 NW BUCKEYE,"AT 17,000 FEET"
66,4/12/2022,PUERTO RICO,SAN JUAN,"PRELIM INFO FROM FAA OPS: SAN JUAN, PUERTO RICO/UAS INCIDENT/1325L/ISLA GRANDE ATCT ADVISED, PIPER P28A, REPORTED A WHITE QUADCOPTER UAS ON LEFT SIDE WHILE E BOUND AT 1,000 FEET 5 W FERNANDO LUIS RIBAS DOMINICCI ARPT. NO EVASIVE ACTION TAKEN. PUERTO RICO PORT AUTHORITY NOTIFIED. NUMBER NOT PROVIDED. WOC 7-3333 RL/SY",,SAN,E BOUND,1325L,ISLA GRANDE ATCT,,5 W FERNANDO LUIS RIBAS DOMINICCI ARPT,"AT 1,000 FEET"
67,4/12/2022,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/2045E/JACKSONVILLE NAVAL STATION ATCT ADVISED, H60, NIP - NIP, REPORTED A QUADCOPTER UAS WHILE N BOUND AT 500 FEET  2 S NIP. NO EVASIVE ACTION TAKEN. NAVY REGIONAL DISPATCHER NOTIFIED. WOC 7-3333 JO/MK",,NIP,N BOUND,2045E,JACKSONVILLE NAVAL STATION ATCT,NIP - NIP,2 S NIP,AT 500 FEET
68,4/12/2022,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS INCIDENT/2002P/SAN DIEGO ATCT ADVISED, B737, SJC - SAN, REPORTED UAS WITH GREEN LIGHT REPORTED 1 S OF ARPT WHILE ON 1 MILE FINAL. 2 ACFT REPORTED UAS. THIRD ACFT (UAL 2200) WAS SENT AROUND. NO EVASIVE ACTION REPORTED. SAN DIEGO PD NOTIFIED. WOC 7-3333 MK/HM",,SJC,,2002P,SAN DIEGO ATCT,SJC - SAN,,
69,4/13/2022,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1215E/FORT LAUDERDALE ATCT ADVISED, CESSNA C56X, PCW - FLL, REPORTED A BLACK UAS FROM 50 FEET ABOVE THE 12 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 3.5 W FLL. NO EVASIVE ACTION TAKEN. AVIATION UNIT NOTIFIED AT BROWARD COUNTY SHERIFF NOTIFIED WOC 7-3333 RC/JG",,FLL,E BOUND,1215E,FORT LAUDERDALE ATCT,PCW - FLL,,"AT 1,500 FEET"
70,4/13/2022,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS INCIDENT/1320E/CHARLOTTE TRACON ADVISED, A320, PVD - CLT, REPORTED A UAS WHILE S BOUND AT 2,700 FEET 9 N CLT. NO EVASIVE ACTION TAKEN. CHARLOTTE METRO PD NOTIFIED. WOC 7-3333 RC/ER",,PVD,S BOUND,1320E,CHARLOTTE TRACON,PVD - CLT,9 N CLT,"AT 2,700 FEET"
72,4/14/2022,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1547P/SEATTLE TRACON ADVISED, B738, SEA - LAS, REPORTED A RED UAS FROM THE 11 O'CLOCK POSITION WHILE S BOUND AT 6,100 FEET 8 SSE SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED. WOC 7-3333 TB/JF",,SEA,S BOUND,1547P,SEATTLE TRACON,SEA - LAS,8 SSE SEA,"AT 6,100 FEET"
73,4/14/2022,COLORADO,DENVER,"PRELIM INFO FROM FAA OPS: DENVER, CO/UAS INCIDENT/2000M/DENVER ARTCC ADVISED, B739, MSP - DEN, OBSERVED A UAS AT THE 3 O'CLOCK POSITION WHILE WESTBOUND AT 8,000 FEET 10 SE DENVER. NO EVASIVE ACTION TAKEN. DENVER INTL ARPT PD NOTIFIED. WOC 7-3333 GG/TL",,DEN,,2000M,DENVER ARTCC,MSP - DEN,10 SE DENVER,"AT 8,000 FEET"
74,4/15/2022,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/0951E/LAGUARDIA ATCT ADVISED, E190, LGA - JAX, REPORTED UAS FROM THE 1 O'CLOCK POSITION WHILE NNW BOUND AT 300 FEET OFF THE DEPARTURE END OF RUNWAY 31 LGA. NO EVASIVE ACTION TAKEN. NYPD NOTIFIED. WOC 7-3333 ER/RC",,LGA,NNW BOUND,0951E,LAGUARDIA ATCT,LGA - JAX,,AT 300 FEET
75,4/15/2022,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1248E/ORLANDO INTERNATIONAL ATCT ADVISED, A321, CLT - MCO, REPORTED UAS FROM THE 11 O'CLOCK POSITION WHILE N BOUND AT 1,000 FEET 11 S MCO. NO EVASIVE ACTION TAKEN. OSCEOLA SHERIFF NOTIFIED. WOC 7-3333 ER/JG",,MCO,N BOUND,1248E,ORLANDO INTERNATIONAL ATCT,CLT - MCO,11 S MCO,"AT 1,000 FEET"
76,4/15/2022,ALABAMA,OZARK,"PRELIM INFO FROM FAA OPS: FORT RUCKER/OZARK, AL/UAS INCIDENT/1505C/JACKSONVILLE ARTCC ADVISED, CESSNA C172, OZARK, AL (71J) - 71J, REPORTED A UAS WHILE ENE BOUND AT 1,600 FEET 16 N OZR. NO EVASIVE ACTION TAKEN. DALE COUNTY SHERIFF NOTIFIED. WOC 7-3333 RC/ER",,OZR,ENE BOUND,1505C,JACKSONVILLE ARTCC,,16 N OZR,"AT 1,600 FEET"
77,4/15/2022,OHIO,CLEVELAND,"PRELIM INFO FROM FAA OPS: CLEVELAND, OH/UAS INCIDENT/1731E/CLEVELAND APCH ADVISED, GULFSTREAM AEROSPACE GLF5, PDK - BKL, REPORTED RED AND WHITE QUADCOPTER UAS AT THE 2 O'CLOCK POSITION 500 FEET BELOW ACFT WHILE N BOUND AT 4,500 FEET 16 ESE CLEVELAND. NO EVASIVE ACTION REPORTED. CLEVELAND PD NOTIFIED. WOC 7-3333 DJ/RC",,BKL,N BOUND,1731E,CLEVELAND APCH,PDK - BKL,16 ESE CLEVELAND,"AT 4,500 FEET"
78,4/15/2022,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS INCIDENT/1710E/POTOMAC TRACON ADVISED, CIRRUS S22T, MYERSTOWN, PA - MYR, REPORTED BLACK UAS FROM THE 3 O'CLOCK POSITION AT SAME ALTITUDE WHILE SSE BOUND AT 8,000 FEET 23 SSE BWI. NO EVASIVE ACTION REPORTED. QUEEN ANNE'S SHERIFF NOTIFIED. WOC 7-3333 DJ/JG",,MYR,SSE BOUND,1710E,POTOMAC TRACON,"MYERSTOWN, PA - MYR",23 SSE BWI,"AT 8,000 FEET"
79,4/15/2022,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/1645P/SEATTLE TRACON ADVISED, CESSNA C182, REPORTED A UAS 100 FEET ABOVE ACFT WHILE W BOUND AT 4,000 FEET 1 N SEA. NO EVASIVE ACTION TAKEN. 911 NOTIFIED. WOC 7-3333 TB/JF",,SEA,W BOUND,1645P,SEATTLE TRACON,,1 N SEA,"AT 4,000 FEET"
80,4/16/2022,FLORIDA,BOCA RATON,"PRELIM INFO FROM FAA OPS: BOCA RATON, FL/UAS INCIDENT/0918E/BOCA RATON FCT ADVISED, CESSNA C240, BCT - NASSAU, BAHAMAS (MYNN), REPORTED A BLACK UAS 50 FEET FROM THE 9 O'CLOCK POSITION WHILE ENE BOUND AT 400 FEET 1 NE BCT. NO EVASIVE ACTION TAKEN. BOCA RATON PD NOTIFIED. WOC 7-3333 RC/JG",,BCT,ENE BOUND,0918E,BOCA RATON FCT,"BCT - NASSAU, BAHAMAS (MYNN)",1 NE BCT,AT 400 FEET
81,4/16/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1255C/CHICAGO O'HARE ATCT ADVISED, B737, DAL - ORD, REPORTED A RED AND SILVER UAS WHILE W BOUND AT 3,500 FEET 10 E ORD. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT WAS NOT NOTIFIED. WOC 7-3333 JG/RC",,DAL,W BOUND,1255C,,DAL - ORD,10 E ORD,"AT 3,500 FEET"
82,4/16/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1319C/CHICAGO O'HARE ATCT ADVISED, CRJ2, LIT - ORD, REPORTED A RED AND WHITE UAS FROM THE 2 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 12 E ORD. NO EVASIVE ACTION REPORTED. CHICAGO PD NOTIFIED. WOC 7-3333 JG/RC",,AND,W BOUND,1319C,,LIT - ORD,12 E ORD,"AT 4,000 FEET"
83,4/16/2022,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS INCIDENT/1252P/VAN NUYS ATCT ADVISE, GULFSTREAM GLF4, FAT - VNY, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SSE BOUND AT 2,000 FEET 3 NNW VNY. NO EVASIVE ACTION REPORTED. LAPD AIR SUPPORT NOTIFIED ON FREQUENCY. WOC 7-3333 JG/RC",,FAT,SSE BOUND,1252P,,FAT - VNY,3 NNW VNY,"AT 2,000 FEET"
84,4/16/2022,FLORIDA,FORT LAUDERDALE,"PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS INCIDENT/1620E/FORT LAUDERDALE ATCT ADVISED, A320, DCA - FLL, REPORTED A WHITE UAS 200 FEET BELOW WHILE E BOUND AT 2,000 FEET 9 W FLL. NO EVASIVE ACTION REPORTED. BROWARD COUNTY SHERIFFF NOTIFIED. WOC 7-3333 JG/RC",,FLL,E BOUND,1620E,FORT LAUDERDALE ATCT,DCA - FLL,9 W FLL,"AT 2,000 FEET"
85,4/16/2022,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1835C/ADDISON ATCT ADVISED, PIPER CRUZ, ADS - ADS, REPORTED A BLUE AND YELLOW UAS APPROXIMATELY 2 FEET IN SIZE WHILE E BOUND AT 2,000 FEET 2 E ADS. PILOT MANEUVERED TO THE LEFT TO AVOID UAS. DFW AIRPORT DPS NOTIFIED. WOC 7-3333 JO/HM",,ADS,E BOUND,1835C,ADDISON ATCT,"PIPER CRUZ, ADS - ADS",2 E ADS,"AT 2,000 FEET"
86,4/16/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/1708P/LOS ANGELES ATCT ADVISED , A320, DFW - LAX, REPORTED MULTIPLE UAS WHILE E BOUND W BOUND FOR RUNWAY 24L AT 1,200 FEET 3 E LAX. NO EVASIVE ACTION REPORTED. LAPD AIR UNIT NOTIFIED. WOC 7-3333 MK/HM",,DFW,E BOUND,1708P,LOS ANGELES ATCT,DFW - LAX,3 E LAX,"AT 1,200 FEET"
87,4/16/2022,ALASKA,FAIRBANKS,"PRELIM INFO FROM FAA OPS: FAIRBANKS, AK/UAS INCIDENT/1819L/ANCHORAGE ARTCC ADVISED EIELSON AFB (EIL) SECURITY OBSERVED A UAS OPERATING IN THE BASE'S RESTRICTED AIRSPACE. BASE SECURITY CONFISCATED THE DJI MAVIC 2 UAS. OWNER OF UAS WAS NOT LOCATED. NO ACFT INVOLVED. ALASKA STATE PD NOTIFIED. WOC 7-3333 HM/JO",,EIL,,1819L,ANCHORAGE ARTCC,,,
91,4/17/2022,INDIANA,INDIANAPOLIS,"PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS INCIDENT/1510E/INDIANAPOLIS ATCT ADVISED , A319, IND - PHX, REPORTED A GRAY UAS FROM THE 12 O'CLOCK POSITION WHILE TAXIING TO RUNWAY 23R AT IND. NO EVASIVE ACTION. TSA NOTIFIED VIA AIRPORT OPS. WOC 7-3333 JG/RC",,IND,,1510E,INDIANAPOLIS ATCT,IND - PHX,,
93,4/17/2022,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1428P/LAS VEGAS ATCT ADVISED, HELO, OBSERVED A UAS WHILE S BOUND AT 3,000 FEET 3 N LAS. NO EVASIVE ACTION WAS TAKEN. LAS VEGAS METRO PD NOTIFIED. WOC 7-3333 EF/JA",,LAS,S BOUND,1428P,LAS VEGAS ATCT,,3 N LAS,"AT 3,000 FEET"
94,4/17/2022,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS INCIDENT/1524P/LOS ANGELES ARTCC ADVISED, B748, LAX - LUXEMBOURG (ELLX), REPORTED A WHITE UAS 300 FEET OFF THE RIGHT SIDE WHILE NE BOUND AT FL180 8 S POMONA VORTAC. NO EVASIVE ACTION TAKEN. LA HABRA PD NOTIFIED. WOC 7-3333 HM/JW",,LAX,NE BOUND,1524P,LOS ANGELES ARTCC,LAX - LUXEMBOURG (ELLX),8 S POMONA VORTAC,
95,4/17/2022,OKLAHOMA,NORMAN,"PRELIM INFO FROM FAA OPS: NORMAN, OK/UAS INCIDENT/1911C/OKLAHOMA CITY TRACON ADVISED, CESSNA C172, WILEY POST ARPT, OKLAHOMA CITY, OK (PWA) - PWA, REPORTED A QUADCOPTER UAS 1/2 MILE OFF THE LEFT SIDE WHILE N BOUND AT 4,000 FEET 1 W OUN. NO EVASIVE ACTION TAKEN. OKLAHOMA CITY PD NOTIFIED. WOC 7-3333 HM/JW",,OUN,N BOUND,1911C,OKLAHOMA CITY TRACON,"WILEY POST ARPT, OKLAHOMA CITY, OK (PWA) - PWA",1 W OUN,"AT 4,000 FEET"
96,4/17/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/2202C/CHICAGO TRACON ADVISED, B712, MSP - ORD, REPORTED A UAS WHILE E BOUND AT 1,700 FEET 2 W ORD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC 7-3333 JO/HM",,ORD,E BOUND,2202C,CHICAGO TRACON,MSP - ORD,2 W ORD,"AT 1,700 FEET"
97,4/18/2022,MAINE,BANGOR,"PRELIM INFO FROM FAA OPS: BANGOR, ME/UAS INCIDENT/0910E/BANGOR ATCT ADVISED BANGOR ATCT ADVISED ANG SECURITY FORCE REPORTED A UAS OPERATING IN THE VCNTY OF RAMADA HOTEL LOCATED ON THE SW CORNER OF THE AIPORT. NO IMPACT TO OPS. WOC 7-3333 EF/JA",,ANG,,0910E,BANGOR ATCT ADVISED BANGOR ATCT,,,
99,4/19/2022,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/0915C/CHICAGO ATCT ADVISED CITY COMMAND CENTER DETECTED UAS OPEARTING AT 50 FEET 1 S ORD. NO IMPACT TO OPERATIONS. NO ACFT REPORTED UAS. ORD COMMUNICATION CENTER NOTIFIED. WOC 7-3333 DJ/RC",,ORD,,0915C,CHICAGO ATCT,,1 S ORD,AT 50 FEET
100,4/19/2022,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1750E/PHILADELPHIA ATCT ADVISED, B763, IND - PHL, REPORTED A WHITE UAS AT THE 3 O'CLOCK POSITION WHILE S BOUND AT 5,500 FEET 5 S NORTHEAST PHILADELPHIA ARPT. NO EVASIVE ACTION REPORTED. PHL ARPT PD NOTIFIED. WOC 7-3333 DJ/RC",,IND,S BOUND,1750E,PHILADELPHIA ATCT,IND - PHL,5 S NORTHEAST PHILADELPHIA ARPT,"AT 5,500 FEET"
101,4/19/2022,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS INCIDENT/1830E/PHILADELPHIA ATCT ADVISED, E75L, BNA - PHL, REPORTED WHITE QUAD COPTER HOVERING AT 3,000 FEET WHILEW BOUND INBOUND TO PHL RWY 27R 15 E PHL. NO EVASIVE ACTION REPORTED. PHL AIRPORT POLICE NOTIFIED. WOC 7-3333 MK/JO",,27R,,1830E,PHILADELPHIA ATCT,BNA - PHL,15 E PHL,"AT 3,000 FEET"
102,4/19/2022,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: /UAS INCIDENT/1847E/PHILADELPHIA ATCT ADVISED, A319, AUS - PHL, REPORTED WHITE QUAD COPTER HOVERING AT 3,000 FEET WHILE W BOUND TO PHL RWY 27R 15 E PHL. NO EVASIVE ACTION REPORTED. PHL AIRPORT POLICE NOTIFIED. WOC 7-3333 MK/JO",,27R,W BOUND,1847E,PHILADELPHIA ATCT,AUS - PHL,15 E PHL,"AT 3,000 FEET"
103,4/19/2022,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/2144C/MINNEAPOLIS ATCT ADVISED MILITARY, C130, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE AT 2,000 FEET ON 4 MILE FINAL RUNWAY 12L MSP. ACFT MANEUVERED TO AVOID UAS. LAW ENFORCEMENT NOTIFIED VIA 911. WOC 7-3333 JW/MK",,LAW,,2144C,MINNEAPOLIS ATCT,,,"AT 2,000 FEET"
104,4/19/2022,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS INCIDENT/2150C/MINNEAPOLIS ATCT ADVISED, A319, AUS - MSP, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 670 FEET ON 2 MILE FINAL MSP. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFIED VIA 911. WOC 7-3333 JW/JO",,AUS,ESE BOUND,2150C,MINNEAPOLIS ATCT,AUS - MSP,,AT 670 FEET
105,4/20/2022,OHIO,COLUMBUS,"CORRECTION INFO (LOCATION) FROM FAA OPS: COLUMBUS, OH/UAS INCIDENT/1314E/COLUMBUS ATCT ADVISED, CESSNA C421, LUK - CAK, REPORTED A YELLOW UAS WHILE SW BOUND AT 6,500 FEET 8 WSW CMH. NO EVASIVE ACTION TAKEN. OHIO STATE HWY PATROL NOTIFIED. WOC 7-3333 RC/JG",,LUK,SW BOUND,1314E,COLUMBUS ATCT,LUK - CAK,8 WSW CMH,"AT 6,500 FEET"
107,4/20/2022,CALIFORNIA,BURBANK,"PRELIM INFO FROM FAA OPS: BURBANK, CA/UAS INCIDENT/1117P/BURBANK ATCT ADVISED ROBINSON R44, REPORTED A BLACK UAS AT THE 10 O'CLOCK POSITION WHILE SSE BOUND AT 1,700 FEET 4.5 SE BUR. NO EVASIVE ACTION REPORTED. POLICE HELO NOTIFIED ON FREQUENCY. WOC 7-3333 JG/ER",,BUR,SSE BOUND,1117P,BURBANK ATCT,,,"AT 1,700 FEET"
108,4/20/2022,TENNESSEE,SNOWBIRD,"PRELIM INFO FROM FAA OPS: SNOWBIRD, TN/UAS INCIDENT/1757E/ATLANTA ARTCC ADVISED, MOONEY M20P, DKX - EOE, REPORTED A UAS WHILE SE BOUND AT 1,100 FEET 25 SSW SNOWBIRD VOR. NO EVASIVE ACTION TAKEN. SWAIN COUNTY SHERIFF NOTIFIED. WOC 7-3333 DJ/JF",,DKX,SE BOUND,1757E,ATLANTA ARTCC,DKX - EOE,25 SSW SNOWBIRD VOR,"AT 1,100 FEET"
109,4/20/2022,NEW JERSEY,NEWARK,"CORRECTION INFO (EVENT TYPE) FROM FAA OPS: NEWARK, NJ/UAS INCIDENT/2117E/NEW YORK TRACON ADVISED, BOMBARDIER GL5T, DAL - EWR, REPORTED A UAS AT SAME ALTITUDE WHILE NE BOUND AT 3,000 FEET 10 SW EWR. NO EVASIVE ACTION TAKEN. NJ HOMELAND SECURITY NOTIFIED. WOC 7-3333 DJ/RC",,EWR,NE BOUND,2117E,NEW YORK TRACON,DAL - EWR,10 SW EWR,"AT 3,000 FEET"
111,4/21/2022,NEW JERSEY,MORRISTOWN,"PRELIM INFO FROM FAA OPS: MORRISTOWN, NJ/UAS INCIDENT/1403E/MORRISTOWN ATCT ADVISED, CESSNA C172, MMU - MMU, REPORTED A UAS WHILE W BOUND AT 2,500 FEET 13 W MMU. NO EVASIVE ACTION TAKEN. DEPT OF HOMELAND SECURITY NOTIFIED. WOC 7-3333 RC/ER",,MMU,W BOUND,1403E,MORRISTOWN ATCT,MMU - MMU,13 W MMU,"AT 2,500 FEET"
112,4/21/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2055P/LOS ANGELES ATCT ADVISED , A320, EWR - LAX, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 200 FEET 1 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA NOTIFIED. WOC 7-3333 TB/JF",,LAX,WSW BOUND,2055P,LOS ANGELES ATCT,EWR - LAX,1 ENE LAX,AT 200 FEET
113,4/21/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2057P/LOS ANGELES ATCT ADVISED, B752, EWR - LAX, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 200 FEET 1 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA NOTIFIED. WOC 7-3333 TB/JF",,LAX,WSW BOUND,2057P,LOS ANGELES ATCT,EWR - LAX,1 ENE LAX,AT 200 FEET
114,4/21/2022,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS INCIDENT/2059P/LOS ANGELES ATCT ADVISED, A321, DTW - LAX, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE WSW BOUND AT 200 FEET 1 ENE LAX. NO EVASIVE ACTION TAKEN. LAWA NOTIFIED. WOC 7-3333 TB/JF",,LAX,WSW BOUND,2059P,LOS ANGELES ATCT,DTW - LAX,1 ENE LAX,AT 200 FEET
117,4/22/2022,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1045C/DAVID WAYNE HOOKS ATCT ADVISED, CESSNA C172, REPORTED A RED UAS AT 900 FEET WHILE S BOUND VCNTY DAVID WAYNE HOOKS MEMORIAL ARPT. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTIFIED. WOC 7-3333 RL/SY",,RED,S BOUND,1045C,DAVID WAYNE HOOKS ATCT,,,AT 900 FEET
